date,emp_nonfarm,emp_private,emp_manufacturing,emp_wood,emp_nonmetallic,emp_primary_metals,emp_fabricated_metals,emp_machinery,emp_computer,emp_electrical,emp_transport_equip,emp_furniture,emp_wholesale,emp_retail,emp_trucking,emp_warehousing,emp_construction,emp_oil_gas
1990-01-01,109196,91045,17797,557.3,540,688,1620.3,1423.1,1940.4,647.5,2066.4,616.9,5249.7,13251.7,1122.6,409.4,5422,191.3
1990-02-01,109436,91259,17893,558.3,540.6,690.8,1623.8,1421.2,1932.3,646,2181.6,617.5,5239.8,13226.6,1127.3,409,5416,191.9
1990-03-01,109640,91346,17868,557.1,539.4,692,1622.7,1417.9,1923.2,644.7,2176.6,615.7,5233.3,13225.1,1132.8,409.6,5392,191
1990-04-01,109674,91297,17845,554.3,536.7,692.7,1622.8,1417.1,1914,643,2175,611.9,5235.4,13226.1,1130.9,410.4,5355,190.8
1990-05-01,109828,91229,17796,550.7,534.1,692.5,1619.7,1417.2,1909.9,638.7,2167,607.9,5229.6,13213.4,1130.5,409.2,5321,190.8
1990-06-01,109850,91294,17775,547.7,531.1,692.3,1615.7,1416.2,1905.1,635.5,2171.4,604.7,5236.4,13200.9,1125,410.4,5303,190.3
1990-07-01,109815,91255,17703,546.1,526.5,692.5,1613,1414.5,1898.6,632.6,2151.7,601.6,5235.1,13190.9,1119.5,410.4,5274,190.8
1990-08-01,109607,91150,17650,540.3,523.5,688.3,1606.6,1407.6,1893.7,628.1,2136.5,598,5238.1,13153.6,1114.8,409.3,5234,190.4
1990-09-01,109522,91085,17609,536.5,520.8,686.1,1600.4,1397.6,1886.8,624.8,2132.4,595.8,5228.2,13145.6,1113.6,410.9,5197,190.5
1990-10-01,109377,90934,17577,529.2,518.2,686.4,1598.8,1400,1880.9,623.9,2129.1,592.2,5216.9,13138.8,1113.6,409.1,5134,188.4
1990-11-01,109222,90772,17428,521.8,515,681.5,1592.3,1393.8,1873.8,617.8,2058.6,583.4,5209.5,13126.9,1112.5,408.4,5095,188.1
1990-12-01,109168,90700,17395,516.6,513.2,677.9,1585.6,1390.5,1870.9,613.5,2072.2,579.7,5206.7,13093.8,1128.3,407.8,5047,189
1991-01-01,109058,90584,17330,512.5,506.5,676.2,1584,1385.1,1860.5,608.9,2050,575.6,5186,13067.4,1120.3,408.1,4972,190.6
1991-02-01,108735,90253,17213,501.9,503.9,662.1,1567.8,1378,1853.4,605.4,2025.6,566.3,5170.9,12994,1109.5,406.5,4929,191
1991-03-01,108568,90080,17140,498,497.4,663.8,1560.5,1370.7,1845,602.3,2008.9,561.8,5161.7,12962.1,1104.9,406.2,4881,190.3
1991-04-01,108350,89865,17093,499.2,497.5,661.7,1552.3,1358.1,1834.8,599.5,2022.1,562.5,5154.5,12893.6,1105.4,404.3,4842,190.1
1991-05-01,108253,89755,17071,501.6,492.1,658.9,1544.8,1352.6,1826.4,597.6,2034.9,561.3,5148.2,12884,1099.2,402.5,4800,190.7
1991-06-01,108330,89769,17045,503.1,492.5,655.7,1539.5,1345.9,1815.5,596.5,2025.8,559,5146,12878.5,1100.5,404.5,4782,192
1991-07-01,108290,89692,17015,502.7,491.9,655.4,1533.4,1341.4,1806.1,595,2032.5,557.1,5144.2,12867.7,1102,404.3,4752,192.2
1991-08-01,108300,89733,17026,500.7,491.9,654.2,1530.1,1337.5,1796.1,594.9,2035.1,558.4,5139.3,12863,1103.7,405.4,4733,192.6
1991-09-01,108335,89792,17010,499.9,490.8,650.8,1526.5,1334.9,1785.6,593.5,2037.2,560,5138.8,12851.3,1101.6,405.9,4728,191.9
1991-10-01,108361,89768,16999,497.6,491.5,647.4,1524.9,1332.5,1775.1,592.9,2036.4,559.6,5133,12836.7,1103.2,406.9,4698,191.3
1991-11-01,108300,89673,16961,496.9,489.5,643.5,1521.5,1321.3,1764.1,594.3,2027.3,559.8,5128.9,12822.1,1101.5,407.2,4640,190.2
1991-12-01,108330,89689,16917,494.7,488.9,642,1513.4,1314.4,1751.9,591.2,2021.1,558.2,5125.7,12823.8,1105.2,408.6,4647,189.1
1992-01-01,108365,89677,16839,495.1,488.8,637.9,1506.8,1309.2,1742.9,588.7,1980.1,558.6,5114.1,12813,1101.6,406.5,4667,188.3
1992-02-01,108312,89623,16828,496.8,487,636.1,1499.8,1307,1731.4,585.8,2006.3,556.3,5111.1,12820.1,1098.8,406.8,4612,188.3
1992-03-01,108367,89652,16805,498.9,485.7,634.3,1494.3,1305,1720.9,583.5,2006.5,558.8,5108.4,12817.8,1100.2,406.5,4621,188.4
1992-04-01,108516,89777,16830,501.7,487.3,634.2,1497.2,1304.6,1716.3,582.6,2006.8,562,5096.8,12834.6,1102,407.2,4603,187.6
1992-05-01,108646,89893,16835,503.1,487.5,632.4,1498.8,1316.9,1713.1,582.5,1997.9,561.3,5086,12836.8,1104.9,407.8,4605,186.9
1992-06-01,108706,89944,16826,502.6,488.3,632.2,1497.2,1314.6,1708.1,581.1,1990.3,563.8,5078.8,12843.6,1108.2,408.4,4584,183.7
1992-07-01,108793,89976,16820,503.4,488.6,631.4,1495,1312.1,1704.7,577.6,1979.8,565.3,5060.1,12824.9,1106.3,408.4,4570,182
1992-08-01,108916,90033,16782,505.6,487.6,630.2,1496.2,1312.6,1698.3,576.7,1968.8,565,5051.7,12811.3,1105.7,408.9,4581,178.8
1992-09-01,108951,90122,16760,506.8,487.5,627.2,1496.4,1312.9,1696.1,575.3,1956.7,564.6,5041.5,12809.5,1111.7,410.1,4584,173.8
1992-10-01,109139,90311,16751,508.6,486.9,625.1,1495.7,1313.3,1689.6,574.6,1947.6,565.3,5042.5,12827.4,1112.2,408.8,4600,175.8
1992-11-01,109283,90442,16758,512.1,487.9,623.1,1494.4,1315,1684.9,573.2,1952.9,566.3,5039.7,12834,1113.9,409.4,4606,175.8
1992-12-01,109502,90624,16770,514.3,489.3,622.2,1495.8,1316.8,1679.9,572.7,1952.5,568,5030.9,12842.3,1128.4,410.7,4630,175.6
1993-01-01,109790,90889,16790,517.3,489.1,622,1498.3,1321.5,1677.1,574,1957,569,5033.9,12882.1,1141.8,411.7,4664,175.2
1993-02-01,110047,91145,16804,518.9,494.4,621,1503.3,1321.1,1673.3,575,1948,571.3,5030.9,12932.4,1137.3,412.8,4714,173.5
1993-03-01,110004,91097,16795,522.1,489.9,620,1504.5,1321.9,1670,576,1934.8,572.6,5026.7,12919.9,1140,413.2,4676,172.8
1993-04-01,110300,91362,16772,521.4,488.4,618,1505.2,1321.9,1666.5,575.3,1923.5,573.1,5033.1,12939.9,1141.7,414.3,4690,172.2
1993-05-01,110571,91620,16766,520.9,489.4,617.7,1504.6,1325.8,1661.1,574.7,1912.3,575,5044.8,12961.9,1146.1,415.2,4753,171.5
1993-06-01,110742,91773,16742,521.7,489.3,616.8,1503.9,1328.5,1654.5,573,1902.6,574,5046.3,12993.8,1148.8,415.1,4760,171
1993-07-01,111054,91994,16740,524.2,490.4,616.9,1506.8,1331.4,1646.7,575,1899.2,572.9,5059.7,13027.9,1156.4,416.3,4783,169.4
1993-08-01,111200,92172,16740,526.6,490.7,617.2,1508.2,1330.6,1646,574.8,1898.6,575.6,5055.3,13051.4,1161.9,416.6,4806,169.9
1993-09-01,111448,92407,16770,531.3,492.7,617.7,1513.6,1336.7,1643.8,576.3,1901.3,578,5070,13083.3,1165.2,417.4,4823,169.3
1993-10-01,111734,92692,16778,534.5,493.2,617.8,1517.5,1340.4,1643.8,577.3,1902.1,580.1,5078.6,13115.5,1171.2,419.7,4868,168.8
1993-11-01,111987,92919,16800,537.1,494.3,619.5,1522.4,1345.1,1644,579,1901.6,581.9,5088,13127.3,1174.6,419.6,4887,169.2
1993-12-01,112325,93216,16815,543,495.5,619.7,1526.8,1348.7,1643.4,579.8,1903.9,584.7,5102.6,13174.3,1176.6,420.4,4925,167
1994-01-01,112601,93454,16855,549.1,497.3,621.8,1532.5,1353.7,1645,578.4,1914,588.4,5116.3,13179.3,1182.7,422.3,4940,166.3
1994-02-01,112782,93632,16862,549.8,498.7,624.4,1536,1358.6,1644.9,582.1,1910.3,587.2,5127.3,13249.7,1188.9,425,4923,164.7
1994-03-01,113245,94055,16897,552.1,499.7,625,1542.6,1363.8,1647.8,584,1913.3,590.4,5143.6,13317.2,1196.8,427.6,4990,164.2
1994-04-01,113589,94366,16933,556.4,504.4,624.5,1548.7,1371.1,1648,587.3,1916.9,592.6,5160.9,13360.2,1147.1,429.2,5047,163
1994-05-01,113922,94658,16961,558.3,504,625.2,1554.4,1377.4,1646.2,587.1,1923.1,596.6,5177.9,13394,1209.7,430.3,5084,162.7
1994-06-01,114239,94965,17009,562.7,504.9,629.5,1564.2,1381.8,1648.3,589.9,1930.5,600.3,5195.1,13444.2,1211.4,432,5097,161.7
1994-07-01,114608,95307,17025,566.1,506.2,630.6,1572.3,1377.1,1648,589.1,1924.8,604.9,5209.1,13503.9,1213.9,434.4,5125,161.2
1994-08-01,114902,95596,17081,568.1,507.7,631.9,1576.1,1388.4,1652.9,593.6,1942.8,606.1,5236.7,13557.7,1217.4,436.2,5139,162.1
1994-09-01,115246,95909,17114,569.9,508.1,635.7,1578.7,1393.2,1656,593.9,1954,608.3,5256.3,13618.7,1218.6,439.3,5175,163.7
1994-10-01,115457,96113,17144,572.2,509.4,638,1586.8,1398.4,1653.5,590.9,1965.3,610.6,5274.3,13658.3,1221.3,441.1,5177,161.3
1994-11-01,115867,96500,17186,575.6,510.7,639.1,1594.4,1404,1657.6,593.3,1975.4,611.8,5290.7,13732.3,1227.9,443,5210,159.8
1994-12-01,116174,96786,17218,576.8,511.3,640.7,1601.2,1407.5,1661.3,594,1980.8,612,5310,13765.6,1240.4,444.6,5226,158.4
1995-01-01,116505,97108,17262,580.5,511.6,640.9,1607.5,1414.4,1663.4,596.1,1987.1,613.3,5333.3,13806.1,1239.8,444.8,5234,156.3
1995-02-01,116694,97287,17266,578.5,513.7,640.7,1615.2,1422.7,1666.2,596.6,1990.3,614.7,5357.4,13834.9,1244.1,444.6,5192,154.8
1995-03-01,116908,97481,17263,577.5,514.5,642.3,1618.8,1429,1666.6,595.8,1994.4,614.4,5370.8,13810,1248.3,444.4,5242,153.8
1995-04-01,117066,97632,17278,574.5,516.1,643.3,1623.9,1434.9,1672.4,596.2,1995,612.6,5378.4,13860.5,1253.6,445.3,5252,153.2
1995-05-01,117046,97628,17258,574.4,513.3,643.8,1625,1437.1,1676.2,594.7,1992,608.2,5381,13860.1,1246.2,445.9,5220,152.5
1995-06-01,117291,97846,17247,571.9,514.3,642.9,1623.8,1441.7,1682.3,592.7,1978.8,605.1,5400.5,13890.2,1244.3,446.9,5250,151.8
1995-07-01,117382,97945,17218,573.1,512.4,639.4,1624.4,1446.2,1688,589.8,1982.5,599.6,5404.8,13896.9,1235.8,446.8,5262,150.8
1995-08-01,117646,98217,17240,573.4,512.5,641.7,1626.6,1449.3,1693.2,591,1978.8,604.7,5407.6,13919.3,1246.2,448.1,5286,150.4
1995-09-01,117873,98443,17247,575.9,512.4,640.2,1626.9,1451.5,1703.6,590.8,1978.5,604.4,5413.4,13936.8,1234.1,448.1,5324,150.2
1995-10-01,118026,98562,17216,577.4,511.9,640.3,1629.3,1455.8,1709.7,590.7,1955,604.1,5415.7,13930.1,1267.7,447.7,5353,150
1995-11-01,118165,98702,17208,578,512.5,642.1,1631.7,1461.4,1717.4,590.5,1939.1,603.8,5422.1,13938.2,1264.6,449.3,5358,148.9
1995-12-01,118325,98859,17231,580.5,511.4,642.2,1633.4,1464.7,1722.9,590.6,1970.2,604.2,5427.8,13963.4,1264.9,449.8,5344,148.4
1996-01-01,118317,98867,17208,576.4,507.9,642,1636.6,1464,1729.1,589.6,1964.4,603.8,5429.3,13962,1268.1,451.2,5355,147.9
1996-02-01,118738,99253,17230,578.6,512.4,640.9,1636.9,1463.9,1735.6,589.8,1968.9,603.3,5432.2,13990.1,1270.9,452.1,5415,148.1
1996-03-01,118992,99460,17193,577.3,513.1,640.3,1636.7,1468.3,1738.2,589.7,1940,601.6,5439.4,14018.7,1272.8,452.4,5446,147.9
1996-04-01,119158,99643,17204,580.6,513.8,638.8,1636.9,1465.4,1741.6,589.9,1972.5,600.7,5447.2,14019.1,1277.9,452.8,5474,148.5
1996-05-01,119497,99968,17222,582.3,515.8,639.7,1639.6,1467.7,1744.9,591.6,1977,603,5460.1,14096.5,1282.2,453.9,5498,148.8
1996-06-01,119770,100242,17226,586.1,516.8,640.5,1644.6,1468.5,1746.2,591.7,1976.1,603.9,5475.3,14123.1,1290.7,455.1,5534,147.9
1996-07-01,120019,100472,17222,587.1,516.7,635.4,1647.7,1470,1748.7,591.4,1974.7,603.7,5480.1,14152.9,1296.1,455.4,5557,147.6
1996-08-01,120198,100694,17256,589.6,518.9,641.9,1651.6,1470.7,1752,590.8,1982.2,604.8,5496.1,14172.5,1291.9,454.5,5586,146.7
1996-09-01,120400,100833,17251,589.9,520.4,639.8,1654.2,1469.9,1752.2,591.3,1982.9,606,5509.1,14191.6,1285.6,455.1,5610,144.9
1996-10-01,120665,101111,17268,591.9,522.1,637.2,1659.8,1470,1754.9,591.7,1984.6,606.2,5528.3,14247.5,1284.4,456.4,5643,145.1
1996-11-01,120947,101382,17277,592.2,522.6,637,1662.2,1471.7,1758.6,592.8,1986.1,607.4,5538,14263.4,1283,458.9,5668,145.4
1996-12-01,121143,101572,17284,591.4,523.8,636.3,1664.6,1475.1,1760.8,591,1991.4,607.5,5541.6,14315.1,1283.3,457.9,5675,145
1997-01-01,121356,101763,17297,590.4,524.4,636.5,1666.4,1480,1763.1,589.5,1997.7,607.9,5544.7,14280,1286.9,457.1,5675,145.8
1997-02-01,121673,102075,17315,591.3,524.2,637,1670.7,1482.1,1768.6,588.2,2001.5,609.3,5562,14282.3,1290.5,459.1,5722,146.6
1997-03-01,121991,102383,17340,594.2,524.6,636.8,1676.1,1485.2,1775.9,586.6,2007.5,610.6,5576.7,14312.4,1293.4,460.9,5751,145
1997-04-01,122289,102686,17351,595.2,524.5,637.1,1681.8,1487.8,1784.6,584,2006.8,611.4,5590.6,14326.2,1296.7,461.8,5764,144.4
1997-05-01,122560,102959,17364,597.2,524.9,635.9,1687.6,1487.3,1791.2,583.4,2008.5,612.9,5601.6,14339.3,1301.9,461.5,5793,143.9
1997-06-01,122816,103156,17387,597.9,524.2,636.2,1692.1,1491.7,1800.2,583.8,2015.8,613.7,5613.7,14352.7,1304.4,463.2,5793,143.6
1997-07-01,123114,103428,17388,597.6,525.5,635.2,1693.5,1493.2,1809.2,584.6,2020.5,615.1,5632.6,14367,1310.6,465,5817,144
1997-08-01,123087,103470,17453,600.2,526.6,639.4,1703.5,1498.2,1817.9,585.1,2043.4,615.6,5643.5,14395.9,1316.6,466.3,5846,143.3
1997-09-01,123575,103896,17465,599.6,527.3,639.3,1709.4,1502.6,1821.6,585.4,2040.5,617.1,5650.8,14404.3,1322.8,467.3,5874,142.9
1997-10-01,123924,104186,17514,600.8,528.7,641.7,1715.2,1509.2,1831.3,587,2050.1,620.2,5671.3,14443.6,1323,468.8,5883,142.9
1997-11-01,124225,104464,17556,601.9,527.4,643.6,1722.4,1515.9,1835.1,588.4,2067.7,623.3,5679.2,14486.8,1324.8,469.9,5899,143.3
1997-12-01,124549,104783,17587,604.7,528.3,644.8,1729.1,1519,1842.3,588.9,2071.8,626.4,5688.6,14525.7,1328.9,470.6,5938,143.1
1998-01-01,124806,105036,17619,607.4,534.9,646.5,1733.9,1524.3,1848.5,591,2074.7,629.3,5710.6,14508.6,1332.2,471,5983,141.8
1998-02-01,125017,105231,17627,608,533.3,645.9,1738.8,1524,1847.3,590.9,2081.6,632.3,5719.5,14501.1,1338.1,471.2,5997,141.8
1998-03-01,125165,105373,17637,609.9,531.7,646.1,1742.4,1524.7,1851.1,592,2082.8,635.1,5730.8,14498,1338.2,472.8,5969,141.8
1998-04-01,125445,105629,17637,610.9,534.1,646.1,1743.6,1524.5,1847.8,591.6,2086.8,638.1,5739.2,14519.5,1348,473.1,6049,141.2
1998-05-01,125845,105970,17624,611.2,534,644.7,1745.2,1523.5,1846,592.1,2087.5,640.2,5750.3,14563.8,1353.4,475.1,6087,140.3
1998-06-01,126076,106197,17607,610.3,536,645.1,1745,1522,1841.8,592.8,2086,641.1,5754.3,14583.5,1357.2,476,6130,141.3
1998-07-01,126212,106282,17423,611.9,533.3,636,1733.4,1517.8,1832.7,590.2,1957.6,640.5,5753.2,14613.9,1358.3,477,6172,140.7
1998-08-01,126546,106587,17563,610.8,536.9,644,1741.9,1513.3,1827.4,592.6,2090.7,644.4,5758.4,14626.9,1364.1,479.2,6215,140.9
1998-09-01,126744,106759,17557,612,536.9,642.7,1741,1509.5,1820.9,592.9,2096.7,645.7,5766.1,14650,1364.2,481.1,6225,140.5
1998-10-01,126949,106948,17512,612.9,537.6,637.1,1738.5,1504.3,1811.4,591.5,2102.1,647.4,5766.1,14658.8,1366.6,482.2,6262,139.8
1998-11-01,127222,107178,17466,614.7,538.6,632.3,1733.8,1496.1,1801.7,591,2096.4,649.1,5774.8,14691.6,1365.1,483.7,6301,139.2
1998-12-01,127595,107516,17449,617.8,539.8,632.6,1733.3,1490.8,1793.5,590.3,2097.8,651.9,5790.4,14736.4,1370.7,485.2,6378,139.5
1999-01-01,127699,107615,17427,620.2,537.5,629.7,1733.3,1483.7,1783.6,588.8,2099.6,654.3,5787.4,14759.8,1374.5,486.6,6357,138.2
1999-02-01,128117,107973,17395,620.7,538.9,629.7,1731.9,1482.1,1781.4,588.5,2093.8,655.7,5810.6,14822.5,1375.4,489.6,6429,137
1999-03-01,128234,108066,17368,621.3,537,629,1728.7,1478.4,1780.5,588.8,2098.7,657.2,5815.7,14844.6,1376.2,490.2,6402,136.8
1999-04-01,128595,108358,17343,621.8,536.7,627.5,1729.6,1473.7,1781.4,589.6,2090.5,659,5823.1,14888,1381.4,492.7,6480,133.8
1999-05-01,128813,108584,17333,622.7,538,627.9,1729.2,1471.7,1781.2,589.3,2086.3,660.5,5829.5,14919.3,1384.9,494.7,6516,131
1999-06-01,129084,108812,17294,622,538.5,624.5,1723.5,1467,1783.3,587.8,2085.4,661.5,5837.5,14944.1,1391.3,496,6547,128.2
1999-07-01,129422,109083,17308,622.4,541.4,624.1,1725.4,1473.3,1778.8,589.5,2093,666.5,5851,14991.4,1396.8,496.8,6571,129.6
1999-08-01,129572,109197,17287,623.2,540.3,621.6,1725.8,1462.9,1776.2,585.5,2091.6,669.7,5864.7,15000.1,1398.3,498.5,6586,129.7
1999-09-01,129771,109367,17282,624.4,543.3,620.7,1725.3,1460.3,1779.9,584.5,2088.5,671.5,5873.6,15026.8,1402.4,501.4,6613,128.4
1999-10-01,130178,109721,17274,624.9,544.6,621.6,1726.4,1457.7,1778.4,587.7,2079.9,673.2,5881,15062.1,1405.6,504,6640,128.2
1999-11-01,130466,109970,17282,625.5,547.2,622.7,1728.2,1455.5,1781,588.2,2076.2,674.9,5894.2,15075.2,1407.2,506.5,6687,127.5
1999-12-01,130783,110243,17279,625,549.5,623.6,1728.2,1455.1,1781,588.7,2076.8,676.2,5904.7,15151.8,1407.9,509.9,6709,126.4
2000-01-01,131011,110440,17284,625.1,552.1,624.7,1729.9,1453.3,1782.5,590.4,2083.9,677.5,5908.1,15165.2,1408.1,510.2,6752,126.1
2000-02-01,131120,110521,17284,625.4,552.9,626.7,1737.4,1452.4,1785.8,591.3,2070.8,679.7,5909.7,15174.1,1406.6,511.3,6730,126.8
2000-03-01,131604,110871,17302,624.3,556,628.2,1744.1,1453.1,1784.2,591,2081.3,680.5,5925.7,15208,1408.9,512.7,6811,125.4
2000-04-01,131884,111082,17299,624.8,554.3,624.5,1746.4,1454.5,1787.4,591.7,2075.6,681.7,5913.5,15281.9,1407.7,514.2,6794,125.6
2000-05-01,132105,110958,17278,622.4,555.3,623.8,1750.1,1454.1,1792.4,591.2,2075.8,678.5,5902.5,15233,1406.1,514.1,6770,125.7
2000-06-01,132063,111176,17295,620.3,555.5,623.6,1758.6,1459.3,1803.8,592.6,2083,681.6,5905.5,15243.2,1403.8,519.3,6778,125.6
2000-07-01,132228,111361,17322,617.6,556.2,625.7,1761.1,1467.6,1832,595.8,2060.3,683.1,5890.7,15257.2,1403.6,518.7,6794,124.5
2000-08-01,132234,111397,17287,614.8,555.2,623,1761.2,1461.7,1844.1,593.3,2044.4,681.9,5879.7,15279.7,1408,520,6796,123.8
2000-09-01,132337,111602,17229,610.1,554,617.8,1760.6,1456.9,1846.8,591.6,2026.3,681.8,5864.5,15303.4,1404.9,520.8,6807,124.3
2000-10-01,132352,111609,17217,603.3,552.5,619.1,1759.1,1456.2,1855.7,589.4,2028.7,681.1,5864.3,15308.3,1404,521.3,6814,124.6
2000-11-01,132556,111796,17202,601,553.5,616.3,1764.3,1458.7,1861.3,586.8,2027.5,679.5,5859.1,15315.8,1404.8,524.2,6817,123.6
2000-12-01,132716,111912,17181,596.5,553.8,611.1,1761.9,1456,1864.5,587.4,2024.6,677.2,5836.8,15362.5,1406.2,526.7,6792,122.9
2001-01-01,132703,111868,17105,589.7,556,607.7,1759.2,1452.7,1873.1,582.6,1981.5,674,5815.5,15336.1,1407.1,524.5,6824,123.5
2001-02-01,132788,111882,17030,586.3,555.7,605.7,1745.9,1440.5,1864.7,584.5,1989.3,667.4,5797.5,15354,1407.6,523.4,6841,122.9
2001-03-01,132751,111806,16938,584.1,555.3,596.6,1735.3,1424.8,1852.4,580.1,1976.7,665.3,5778.1,15329.6,1408.7,523.9,6862,123.4
2001-04-01,132458,111466,16802,580.1,553.3,588.7,1719,1410.5,1823.1,575.6,1966.7,657.9,5761.4,15233.9,1400.1,523.7,6844,123.5
2001-05-01,132408,111379,16660,577,549.6,581.4,1700.5,1394.6,1795.5,569.5,1953,653,5746.8,15237.6,1396.4,522.9,6849,123.8
2001-06-01,132300,111163,16513,577.2,546.2,574.7,1684.1,1378.1,1761.7,562.9,1941.5,645.1,5729,15241.8,1390.9,520.6,6840,123.4
2001-07-01,132172,110987,16381,576.4,543,566.4,1670.4,1362.8,1729.8,552.5,1937.1,636.5,5716.3,15180.5,1389.2,518.6,6845,124.3
2001-08-01,132021,110803,16233,572.3,539.9,559.2,1654,1348.6,1703.1,550.5,1930.6,633.3,5709.8,15185.3,1375.6,518.4,6827,124.2
2001-09-01,131763,110521,16116,574.8,536.7,553.4,1638,1333.3,1678.4,543.1,1927.5,629.2,5694.6,15175.7,1376.7,512,6813,124.7
2001-10-01,131452,110177,15973,569,534.1,548.1,1620.4,1317.1,1658,534.9,1898.4,623.3,5682.8,15148.9,1369.9,508.5,6804,123
2001-11-01,131144,109818,15825,565.6,532.3,536.7,1603.2,1297.3,1632.7,528.7,1888.2,618.4,5664,15126.5,1363.9,504.7,6784,123.9
