date,emp_nonfarm,emp_private,emp_manufacturing,emp_wood,emp_nonmetallic,emp_primary_metals,emp_fabricated_metals,emp_machinery,emp_computer,emp_electrical,emp_transport_equip,emp_furniture,emp_wholesale,emp_retail,emp_trucking,emp_warehousing,emp_construction,emp_oil_gas
2014-01-01,137561,115747,12058,362.5,376.7,394.6,1443.5,1110.1,1027.8,376,1522.2,365.9,5703.1,15214.9,1392.3,729,5985,193.9
2014-02-01,137712,115887,12084,364.8,376.5,396.1,1444.1,1112.9,1025.6,376,1538.3,365.6,5708.1,15189.6,1394.4,731.8,6007,195.5
2014-03-01,137985,116152,12096,366.5,377.6,396.2,1443.3,1116.3,1026.5,376.3,1543.2,367,5713.6,15217.9,1401,736.9,6038,193.3
2014-04-01,138298,116445,12109,369.8,379.5,396.2,1447.2,1121.6,1023,376.3,1544.3,366.8,5729.3,15255.9,1405.8,740.8,6084,195.2
2014-05-01,138513,116681,12120,371.4,381.6,396.2,1449.8,1124.6,1021.4,376,1550.9,367.9,5735,15265.1,1411.6,747.8,6109,196.7
2014-06-01,138849,116954,12146,372.9,384,397.8,1449.8,1128.8,1021.6,377.2,1563.5,368.8,5747.5,15306,1416,753.7,6133,198.1
2014-07-01,139072,117171,12165,374.2,383.4,398.8,1451.5,1130.3,1022.4,377,1572.7,371.1,5749.8,15329.1,1420.4,760.3,6178,198.5
2014-08-01,139269,117414,12182,376.2,387.1,399.5,1455.6,1133.4,1022.4,378.6,1569.3,371.7,5748.5,15338,1423.3,764.8,6210,198.1
2014-09-01,139563,117666,12201,375.8,388.7,401.3,1459.9,1132,1024,378.5,1568.8,372.7,5753.4,15367.6,1429.5,767,6242,198.8
2014-10-01,139798,117881,12233,376.6,390.3,401.5,1466.2,1137.6,1024.5,378.8,1571.4,374.8,5756.6,15404.8,1435.4,769,6259,200.8
2014-11-01,140089,118157,12260,376.8,391.3,402,1469.6,1139.6,1025,380.1,1579.9,376.6,5760.2,15430.1,1435.5,776,6272,200.7
2014-12-01,140364,118417,12266,373.2,391.3,402.5,1471.7,1140,1025.6,380,1583.5,375.5,5768.3,15444.4,1442.5,777.6,6293,200.6
2015-01-01,140568,118608,12265,377.8,390.9,401.8,1470.2,1138.5,1026.1,380.6,1580.3,375.4,5770.9,15462,1443.9,786.4,6320,198.8
2015-02-01,140827,118849,12275,377.3,391.9,400.1,1470.4,1136.6,1027.6,382,1588.9,375.7,5780.2,15478.7,1448.6,797.7,6361,197.3
2015-03-01,140923,118953,12286,377.7,391.8,399.5,1468.8,1134.4,1026.5,383,1592.6,376.3,5783,15509.6,1443.8,803.8,6334,196.5
2015-04-01,141196,119191,12291,377.8,395.1,397.8,1467.1,1128,1027.4,382.1,1593.8,378.2,5778.7,15522.1,1443.1,809.6,6392,194.7
2015-05-01,141538,119526,12306,378.8,397.1,395.4,1464.1,1125.8,1027.6,384.5,1602.8,378.5,5784.9,15557.3,1452.2,817.4,6427,194.2
2015-06-01,141709,119694,12307,379.4,397.6,395.6,1462.4,1123.5,1027,385.4,1601.1,379.7,5785.7,15567.8,1460,829.1,6441,193.9
2015-07-01,141991,119941,12323,381.1,399.3,393.7,1459.1,1119.1,1028,384.9,1609.3,381.5,5784.1,15582.8,1461.5,840.8,6472,194.5
2015-08-01,142125,120065,12318,383.4,400.5,393.1,1454,1115.2,1028.6,385.1,1611.9,382.3,5785.2,15589.2,1460.5,847.1,6490,193.5
2015-09-01,142275,120235,12326,386.6,401.2,389,1449.9,1113.1,1026.4,384.5,1619.7,384.6,5775.2,15579.8,1458,854.5,6508,192.5
2015-10-01,142579,120523,12334,388,403.1,389,1445.7,1108.2,1025.7,384.3,1620.6,386.1,5776.3,15619.3,1452.9,864.6,6547,189.9
2015-11-01,142808,120727,12329,390.1,404.3,388,1442.9,1105.3,1018.2,382.3,1617.5,386.8,5778.6,15625.5,1455.1,871.6,6598,188.7
2015-12-01,143077,120980,12333,391.5,404,384.9,1439.1,1100.2,1019.8,383.9,1617.5,386.5,5775.9,15630.8,1455.7,882.1,6630,187.7
2016-01-01,143210,121096,12354,390.3,404.4,384,1444,1096.4,1025.5,385.3,1620.6,388.5,5779.7,15664.8,1456.3,890.9,6631,187.3
2016-02-01,143406,121268,12337,390.1,404.6,382,1434.7,1092.4,1025.5,384.5,1623.5,390.4,5775.4,15715.1,1454,897.4,6640,185.1
2016-03-01,143662,121484,12313,390.1,404.8,379.9,1428.3,1087.5,1023.6,384.1,1620.9,389.3,5779.9,15769.3,1449.8,905.3,6678,182.3
2016-04-01,143854,121670,12325,390.5,405,378.4,1427.1,1083.9,1023,383.9,1632.7,389,5784.3,15767.2,1447.7,914.4,6702,178.5
2016-05-01,143900,121701,12303,391.5,406.1,376.7,1422.9,1071.8,1023.4,382.4,1626.4,387.4,5781.9,15772.9,1446.7,921.8,6689,174.7
2016-06-01,144147,121967,12321,393.2,406.6,374.1,1419,1072.3,1021.4,382.8,1626.1,389.3,5777.1,15790,1442.7,927.5,6701,169.9
2016-07-01,144520,122231,12342,393.3,406.5,372.8,1416.6,1072,1016.9,381.8,1647.4,389.6,5781.5,15805.2,1441.8,935.9,6735,166.8
2016-08-01,144661,122377,12319,393,404.3,371,1414.8,1070.9,1016.8,380.1,1634.2,391.9,5784.1,15822.3,1445,941.9,6736,164.4
2016-09-01,144967,122644,12317,393.3,407.5,370.9,1412.7,1069.9,1014.2,381.6,1631.3,390.4,5794.5,15829.4,1445.2,949.3,6768,160.8
2016-10-01,145065,122770,12316,393.9,408.1,370.6,1413.7,1067.5,1011.7,380.9,1632.3,390.8,5799.7,15830.8,1450.6,956.4,6799,158.6
2016-11-01,145183,122906,12311,395,408.1,367.8,1411.6,1065.6,1010.5,381.6,1632.1,391.7,5801.1,15785.8,1452.5,964.5,6823,157
2016-12-01,145408,123104,12324,396.9,408.6,368.2,1413.7,1065.3,1009.3,382.2,1633.2,393.6,5797.1,15818.6,1451.5,975.2,6818,152.8
2017-01-01,145628,123312,12334,399.4,409,368.1,1413.9,1066.7,1005.5,382.6,1637.5,396.5,5802.5,15872.6,1445.1,979,6840,149.1
2017-02-01,145846,123520,12350,397,409.7,367.5,1416.7,1071.5,1005.3,383.6,1629,394.4,5804.9,15851.4,1448.8,983.1,6881,147.9
2017-03-01,145970,123641,12361,396.7,410.2,367.7,1417.9,1070.4,1005.9,384.5,1632.5,394.2,5807.6,15822.1,1452,987.4,6902,144.2
2017-04-01,146175,123840,12367,397.3,409.5,369.3,1416.1,1071.8,1005.9,383.9,1633.6,395.3,5809.9,15804,1456.9,998.9,6916,145
2017-05-01,146380,124033,12377,396.8,409.1,371.3,1420.3,1074.1,1004.1,383.9,1638.4,394.9,5805.6,15785.7,1455.7,1008.4,6931,144.2
2017-06-01,146583,124223,12390,396.4,408.6,372.1,1420.4,1076.1,1004.4,385.5,1639.8,396.1,5810.5,15778,1457.2,1020.8,6962,143.5
2017-07-01,146772,124398,12390,397.1,409.4,372.7,1423.8,1079.1,1002.8,386.5,1625.7,394.3,5815,15769.3,1458.5,1029.2,6968,142.8
2017-08-01,146919,124609,12435,397.8,410.6,373.3,1424.6,1084.1,1004.7,387.7,1648.8,395.1,5816.2,15762.8,1459,1039.7,7002,142
2017-09-01,147008,124675,12443,396.3,408.6,373,1430.2,1083.9,1007.8,388,1653.6,394.5,5814.2,15755.6,1462.3,1049.5,7013,143.6
2017-10-01,147149,124788,12457,397.9,408.6,373.6,1433.2,1084.7,1010.2,389.6,1652.9,395.1,5823,15748.5,1463.5,1062.4,7031,142.2
2017-11-01,147372,124993,12472,396.5,410.1,373.1,1437.3,1090.5,1011.6,389.8,1660,394,5822,15781.5,1462.9,1077.3,7068,141.6
2017-12-01,147523,125139,12501,398.3,411.7,375.6,1441.3,1095.1,1014.3,389.9,1666.1,394,5825.8,15740.7,1466.2,1088.2,7091,139.6
2018-01-01,147660,125286,12527,400,411.9,375.1,1446.4,1099.2,1012.3,391.6,1672.7,394.4,5820.8,15705.1,1470.6,1093.4,7093,141
2018-02-01,148054,125635,12551,402.8,413.3,377,1449.5,1102.4,1012.5,393.2,1678.3,394,5823.3,15753,1477.2,1106.3,7184,140.5
2018-03-01,148280,125853,12576,405.4,414.6,375.9,1454.3,1105.8,1014.8,393.8,1687.6,395,5838.6,15771.1,1486.5,1116.5,7194,142.4
2018-04-01,148420,125976,12595,404.6,415.3,377.4,1458.9,1111.3,1015.6,395.8,1692.3,392.7,5816.3,15770.6,1484,1125.3,7212,142.7
2018-05-01,148742,126293,12623,406.7,414.3,378.2,1464.2,1115.6,1017.3,398.7,1688.9,393.5,5819.2,15786.1,1488.3,1136.2,7274,143.3
2018-06-01,148960,126478,12656,407.6,415.7,380.6,1472.2,1118.1,1019.6,398.5,1700.3,392.6,5822.8,15739.8,1491.6,1138.5,7292,144
2018-07-01,149020,126584,12676,407.3,415.8,380.3,1474,1121.7,1021.1,400.6,1705.6,393.4,5837.4,15723.2,1492.1,1141.9,7318,143.7
2018-08-01,149277,126809,12688,407.7,416.3,381,1479.3,1120.9,1020.6,401.8,1707.4,391.7,5857.6,15725.1,1502.9,1149.1,7347,142.8
2018-09-01,149358,126884,12710,408.6,417.9,382,1482.1,1124.9,1020.9,403.8,1713.4,391.7,5852.8,15684.5,1509.5,1157.1,7375,141.4
2018-10-01,149527,127048,12731,408.2,418.8,383.6,1482.7,1126.1,1023.2,404.4,1723,391.9,5858.7,15641.5,1511.1,1166.9,7389,141.1
2018-11-01,149617,127144,12741,408.3,419,385.4,1481.1,1128,1024.6,405.6,1727,391,5864.4,15685.5,1515.1,1166.6,7386,141.6
2018-12-01,149809,127298,12761,404.9,420.8,387,1489.3,1129.1,1028.1,405.8,1729.7,390.5,5871.4,15635.3,1520.7,1168,7396,141.1
2019-01-01,150060,127552,12790,406.4,423.8,388.7,1493.4,1131.1,1031.9,405.8,1737.7,390.6,5877,15617.4,1526,1173.5,7425,141.9
2019-02-01,150067,127542,12782,407.2,418.3,389.1,1491.4,1132.1,1033.6,404.8,1738,390.7,5882.6,15586.7,1530.3,1178.6,7395,143.2
2019-03-01,150295,127726,12788,406.4,418.7,389.7,1492.1,1134.1,1034.1,404.3,1736.6,389.2,5882.3,15574.1,1531,1177.2,7425,143.3
2019-04-01,150591,127972,12785,408.3,420,389,1492,1129.7,1034.2,404.1,1733.7,388.7,5889.2,15571.6,1532.4,1197.7,7468,144.2
2019-05-01,150618,128056,12778,407.4,418,388.9,1488.1,1127.8,1032.9,402.8,1736.5,386.8,5889.6,15554.2,1532.8,1210.9,7478,144.7
2019-06-01,150838,128234,12787,408.3,417.5,388.9,1487.3,1127.5,1037.1,401.5,1735.3,386.7,5885.8,15533.2,1534.7,1224.9,7502,145
2019-07-01,150937,128365,12790,409.4,418.5,388.5,1487.9,1126.3,1039,403.6,1733.8,386.5,5889.5,15533.3,1534.5,1240.6,7526,144
2019-08-01,151169,128544,12789,409.6,418.1,388.4,1484.3,1125.6,1040.7,402.8,1727.7,387.1,5889.7,15516.7,1529.4,1250,7530,144.4
2019-09-01,151365,128712,12787,411.3,417,388.4,1480.1,1122.8,1042.3,400.9,1729.2,386.5,5890.8,15526.5,1524.6,1258.6,7547,144
2019-10-01,151460,128790,12733,411.3,419.4,382.7,1479,1121.4,1041.4,401,1684.4,385.6,5896,15527.2,1523.7,1262.6,7553,143.4
2019-11-01,151667,128958,12777,411.1,418,382.6,1477.1,1119.1,1042.7,400.2,1726.6,386.2,5893,15509.6,1520.9,1272.5,7541,141.8
2019-12-01,151794,129068,12760,410.3,415,380.8,1470.5,1117.9,1043.2,400,1729.1,385.1,5898.4,15550.1,1516.9,1283.8,7527,141.9
2020-01-01,152031,129250,12745,409.9,417.1,379.8,1464.4,1117.4,1042.6,399.5,1725,384.6,5896.2,15512.5,1515.8,1305.9,7575,137.4
2020-02-01,152293,129436,12743,409.1,419.4,379.9,1464.7,1113.3,1041.9,397.8,1728.8,383.7,5893.4,15519.2,1516.8,1323.8,7610,136.5
2020-03-01,150895,128068,12684,407.1,415.7,379.4,1454.8,1107.8,1041.8,395.4,1724.6,383.7,5876.1,15432.9,1516.2,1344.6,7541,134.4
2020-04-01,130426,108517,11382,375,371.7,349.4,1343.2,1020.5,1025.5,379,1331.6,309.3,5485.6,13246.9,1431.6,1263.5,6522,132.3
2020-05-01,133040,111647,11610,384.1,386,340.3,1366.8,1035.3,1018.2,373,1380,333.9,5500.2,13631.4,1433.5,1298.2,7004,129.6
2020-06-01,137671,116259,11950,389.2,394.7,345.3,1371.3,1039.2,1023.4,379.1,1564.3,349.6,5541.2,14452.3,1439.1,1377.8,7159,127.8
2020-07-01,139255,117741,11973,389.4,398.5,343.5,1353.9,1031.2,1017.7,377.6,1604.5,349.7,5522.2,14675.8,1444,1386.6,7196,127.3
2020-08-01,140821,118821,11999,391.2,392.9,343.6,1360.3,1029.6,1014.6,377.9,1592.3,355.8,5539.3,14942.7,1453.3,1442.8,7226,126.4
2020-09-01,141770,119841,12057,394.4,398.7,342.5,1361.3,1038.8,1013.8,380.7,1604.5,360.5,5565.6,14981.1,1461.5,1473.6,7253,126.8
2020-10-01,142460,120655,12086,398.1,398.8,344.4,1363.3,1041.3,1013.2,380.3,1599,363.7,5577.2,15090.3,1471.8,1504,7301,127
2020-11-01,142733,121050,12118,400.6,400.2,346,1362.4,1041.2,1011.3,382,1616,366.1,5590.3,15126.8,1481,1562,7321,126.5
2020-12-01,142548,120870,12153,404.3,400.7,345,1365.8,1041.8,1010.1,384.8,1618.1,367.9,5599.1,15144.2,1487.7,1573.3,7357,126.6
2021-01-01,142863,121122,12142,404.9,395.9,344.8,1357.2,1039.3,1008.7,382.9,1626.3,368.9,5607.3,15165.9,1489,1585.2,7362,113.7
2021-02-01,143380,121626,12172,404.3,393.6,343.8,1360.7,1041.3,1011.3,385.4,1639.9,369,5618.8,15188.9,1492.4,1600.4,7278,112.5
2021-03-01,144232,122388,12229,406.6,401.2,346.2,1372.6,1043.4,1013,388.4,1648.3,368.3,5633.7,15232.8,1502.6,1612.4,7399,113.2
2021-04-01,144587,122694,12193,406.3,405,348,1372.7,1046.6,1013.8,390.1,1598,368.6,5651.4,15189.4,1504.9,1629.1,7400,113.3
2021-05-01,145065,123136,12216,401.4,400,348.7,1374.8,1051.5,1015.2,392.4,1613.6,367.1,5672,15191.5,1501,1641.5,7391,112.7
2021-06-01,145820,123789,12247,405.7,403.2,350.8,1378.8,1053.3,1013.6,394.4,1619.3,374.5,5699.9,15244.8,1508.8,1674.2,7393,111.9
2021-07-01,146762,124723,12305,409.7,406.5,353,1382.1,1055.1,1016.2,395.5,1639.8,373.9,5723.3,15238.2,1515.6,1701.9,7425,111.3
2021-08-01,147314,125178,12353,411.9,407.1,352.3,1385.8,1063,1017.1,394.4,1656.9,373.7,5744,15216,1521.2,1730.4,7432,111.5
2021-09-01,147771,125669,12393,414.3,407.9,352.4,1391.6,1069.8,1023,393.9,1656.3,378.9,5758.5,15280.1,1527.3,1760.8,7484,111.4
2021-10-01,148572,126545,12453,416.2,406,353,1395.9,1072,1025.3,394.5,1683.5,379.1,5773.9,15348.1,1533.9,1800.1,7518,111.3
2021-11-01,149230,127184,12498,418.7,410.3,355.5,1406.4,1063.9,1023.4,396.2,1679.7,380.4,5800.1,15407,1541.6,1833.9,7562,110.9
2021-12-01,149816,127754,12537,419.2,410.7,356.8,1405.4,1075.3,1026.2,397.3,1682.1,382.1,5828.1,15421.7,1546.5,1855.3,7595,111.3
2022-01-01,150006,127957,12564,423.1,413,358.7,1407.1,1080.4,1028.6,396,1690,381.2,5851.6,15428.6,1557.5,1873.5,7595,110.9
2022-02-01,150825,128793,12601,425.8,414.8,361.2,1413.8,1089.5,1030.9,398.5,1667.1,383.5,5876.5,15537.4,1564.7,1923.1,7651,111.6
2022-03-01,151315,129282,12674,428.3,415.1,360.3,1422.5,1096.1,1031.7,401.9,1698.5,383.6,5913.7,15537.1,1561.3,1939.3,7692,112.3
2022-04-01,151623,129554,12726,431.2,415.3,361,1423.5,1102.3,1035.8,404.1,1712.8,382,5945.3,15488,1567,1938.8,7698,118.7
2022-05-01,151924,129799,12735,429.3,417,361.9,1430,1101.2,1041.4,405.6,1699.6,381.6,5970.7,15418.7,1577.2,1935.9,7738,119.8
2022-06-01,152358,130216,12767,428.5,416.7,362.1,1430.2,1106.5,1042.5,407.2,1704,379.2,5987.6,15464.6,1582.7,1933.1,7761,121.3
2022-07-01,153072,130766,12800,428.8,417.3,363.6,1435.8,1111.8,1045.7,407.6,1711.6,378.9,6002.2,15490.6,1587.4,1920.2,7792,122.6
2022-08-01,153362,131056,12832,427.4,420.3,365.2,1438.6,1111.2,1052.9,409.2,1733.1,376.3,6025.3,15521.8,1588.3,1905.6,7801,115.2
2022-09-01,153582,131285,12849,428.1,418.3,368.4,1440.8,1112.3,1053.3,411.5,1735.3,377,6031,15498.2,1582.2,1894.6,7832,115.3
2022-10-01,153939,131646,12883,426.2,419.9,369.9,1447.2,1115.7,1056.4,410.6,1747.5,376.4,6043.4,15512,1588.6,1890.8,7847,115.9
2022-11-01,154242,131863,12896,425.9,420.3,370.4,1447.9,1121.1,1058.6,410.8,1751.2,373.2,6049.4,15530.2,1585.4,1880.8,7863,116.2
2022-12-01,154342,131977,12895,426.3,423.5,371.7,1448.6,1127.1,1060.2,412.1,1760.8,369.8,6059.8,15533.9,1587.5,1867.8,7885,116
2023-01-01,154776,132292,12903,425.3,424.5,371.3,1449.1,1128.6,1060.7,414.4,1760.9,368.8,6073.4,15551.3,1587.8,1857.1,7932,116.1
2023-02-01,155066,132528,12898,422.1,423.1,371.8,1448.2,1127.8,1063.2,415.4,1764.2,365.4,6089.7,15602.6,1579.5,1849.6,7943,116.2
2023-03-01,155134,132554,12888,420.8,420.8,373.7,1446.4,1131.2,1059.3,414.9,1768,364.1,6094.4,15562.8,1575,1824.6,7926,115.8
2023-04-01,155375,132733,12884,418.8,416.8,372.8,1447.2,1128.7,1060.1,414.3,1773.1,363.1,6091.5,15556,1573.7,1836.3,7955,116.8
2023-05-01,155655,132933,12869,418,415.5,373.9,1447,1127.6,1057.7,417.7,1774.7,357.2,6098.5,15555.9,1574.4,1831.5,7965,117.7
2023-06-01,155880,133088,12875,416.7,419.2,375.4,1448.9,1133.1,1057,414.7,1778.7,357.4,6101,15533.2,1571.5,1825.9,8006,117.6
2023-07-01,156043,133206,12862,414.8,419.9,376.7,1444.7,1134,1055.7,416.6,1779.9,355.7,6112.5,15539.5,1565.8,1821.4,8016,118.1
2023-08-01,156261,133354,12861,418.1,420,377.2,1447.5,1134.2,1052,420.1,1780.2,354.9,6116.7,15531.2,1533.1,1823.8,8042,119.2
2023-09-01,156417,133469,12872,418.1,420.9,376.3,1447.8,1130.4,1047.5,420.6,1787.7,353.7,6125.9,15531.3,1539.1,1828.2,8053,119.6
2023-10-01,156576,133583,12837,418.2,420.7,375.6,1446.4,1129.2,1042.9,420.6,1761,352.7,6127.4,15543.9,1537,1823.8,8080,120.1
2023-11-01,156703,133667,12859,417.6,421.4,373.6,1446.8,1128,1042.4,419.8,1793.2,352.1,6132.3,15511.3,1536.3,1824.9,8088,120.1
2023-12-01,156857,133766,12872,417.2,423.1,374.4,1448.7,1130.8,1043,419.5,1798.7,351.1,6132.8,15550.9,1535.5,1828.3,8100,121.1
2024-01-01,157032,133892,12875,416.9,420.7,373.7,1450.2,1127.6,1042.2,416.7,1803.9,350.1,6126,15524,1532,1834.9,8123,122
2024-02-01,157238,134027,12852,417.5,418.9,372.8,1452.1,1123.6,1037.3,419.3,1792.4,349.1,6120.5,15528.5,1530.2,1838.4,8132,122
2024-03-01,157466,134170,12836,417.1,419,371.6,1448.2,1119.6,1031.3,418.4,1798.6,349.4,6127.2,15529.3,1529.2,1845.7,8164,122.1
2024-04-01,157530,134233,12833,416.9,417.8,373.9,1445.4,1119.4,1029.3,420.7,1800.2,346.2,6127.5,15531.2,1523.6,1853.1,8170,121.2
2024-05-01,157608,134278,12825,416.8,417.8,371.9,1444.2,1119.5,1029.1,420,1800.7,344.7,6109.1,15536,1515.1,1860.4,8176,121.6
2024-06-01,157695,134356,12814,417.6,418.4,371.5,1439.9,1114.8,1027.4,419.3,1802.3,343,6111.9,15499.9,1511.6,1865.3,8196,122.3
2024-07-01,157748,134348,12806,416.3,417.7,369.5,1439.3,1111.3,1025.6,420.4,1805.3,341.2,6110.4,15480.8,1505.7,1871.1,8208,121.7
2024-08-01,157757,134321,12772,414.4,417.2,368.8,1437.3,1108.8,1022.5,420.1,1787.6,340.6,6106.2,15458.4,1502.3,1870.7,8236,120.9
2024-09-01,157912,134463,12758,412.9,417.2,366.9,1437.9,1106.5,1021.8,420.8,1783.7,340,6099.4,15456.7,1501.3,1871,8254,120.9
2024-10-01,157945,134459,12697,411.4,419.6,366,1435.2,1103.3,1019.4,422.9,1738.6,339.4,6094.8,15452.4,1497.7,1873.1,8262,120.5
2024-11-01,158079,134575,12711,410.6,417.2,365,1435.6,1101.4,1016.1,424.2,1772.3,339,6089.5,15409.8,1497.1,1877.6,8267,120.9
2024-12-01,158316,134787,12693,409.4,416.4,364,1432.7,1097.5,1011.2,424.5,1765.7,338.3,6092.1,15460.1,1494.8,1881.2,8276,120.3
2025-01-01,158268,134711,12673,409.1,416.5,363.9,1433.7,1096.6,1007.6,426.4,1752.7,337.4,6073.3,15459.3,1493.1,1881.2,8264,119.8
2025-02-01,158310,134751,12671,409,416.6,365.1,1435.7,1095.4,1005.7,427.5,1754.7,337.3,6075.9,15441.8,1487.6,1883.4,8267,118.9
2025-03-01,158377,134818,12666,407.1,416.9,364.8,1434.2,1094.9,1005.6,428.3,1750.1,337.8,6062,15457.5,1491.4,1880.8,8273,118.2
2025-04-01,158485,134917,12662,407.7,418,364.6,1436.3,1096,1001.7,427.7,1747.3,339.6,6066.9,15461.6,1490.6,1881.3,8271,118.7
2025-05-01,158498,134937,12651,407.9,417.1,364.7,1434.8,1090.8,1000.7,428.9,1747,338.9,6067.7,15440,1487.7,1875.3,8269,118.6
2025-06-01,158478,134892,12636,405,417,363.8,1434.9,1087.6,997,429.8,1745.1,339.7,6057.3,15425.5,1482.7,1871.9,8267,117.8
2025-07-01,158542,134957,12625,403.9,417.2,364.6,1434.7,1085,995.8,428.7,1751.4,340.2,6051.6,15430.2,1482.5,1869.3,8261,117.2
2025-08-01,158472,134937,12615,403.5,417.1,363.3,1435.8,1083.3,995,428.5,1740,339,6043,15440.3,1480.2,1869.4,8239,115.9
2025-09-01,158548,135005,12612,401.4,419.1,363.4,1436.2,1085.7,993.7,429,1735.4,338.1,6051.8,15453.4,1472.3,1853.4,8255,115.9
2025-10-01,158408,135018,12603,399.8,418,362.6,1438.7,1084.6,990.7,429.8,1731,337.8,6054.6,15438,1472.6,1839.9,8243,115.7
2025-11-01,158449,135090,12593,397.5,415.6,362.7,1439.9,1084.8,989.3,431.2,1735.1,335.2,6048.2,15437.1,1467.8,1842,8279,116.5
2025-12-01,158497,135154,12585,395.8,414.9,363.6,1439.2,1084.4,989.2,431.9,1735.9,334.1,6043.1,15401.7,1466.9,1833.1,8275,116.5
2026-01-01,158627,135326,12590,396.4,416.6,364.5,1439,1085.7,989,433.3,1740.7,333.3,6042.7,15402.9,1462.6,1827,8308,115.3
