date,jcdmvnm,jcdmvum,jcdmtm,jcdffm,jcdfkm,jcdfgm,jcdfosm,jcdrgtm,jcdrsm,jcdrsvm,jcdrbm,jcdftim,jcdojm,jcdoom,jcdebm,jcdolm,jcdotm,jcnfobm,jcnfolm,jcnfefm,jcnlffm,jcnlmfm,jcnlfim,jcnlom,jcngm,jcnofm,jcnodm,jcnrm,jcnolm,jcnopm,jcnotm,jcnmom,jctgm,jcgxfem,jcdm
2003-06-01,93.199,107.701,76.239,131.932,119.184,126.774,97.709,353.4,123.468,89.651,108.017,98.636,75.074,89.08,48.548,119.259,842.202,75.442,83.03,71.869,101.663,99.792,106.355,88.124,56.044,53.62,66.973,125.915,105.897,96.115,45.331,78.628,92.205,104.614,129.144
2003-07-01,93.086,108.015,76.263,131.772,118.891,127.064,97.062,350.068,124.326,89.356,108.017,98.341,75.212,88.862,48.823,118.873,834.302,75.33,83.127,70.744,102.203,99.963,105.833,88.893,58.431,53.332,67.346,125.876,106.731,96.448,45.878,78.789,92.508,104.767,128.949
2003-08-01,93.375,105.032,76.443,130.794,118.535,127.498,97.047,346.248,124.326,89.364,108.33,97.358,75.493,88.517,49.099,118.873,825.05,75.812,83.243,73.81,102.203,99.536,107.138,88.115,63.705,53.335,67.567,125.818,105.933,96.068,46.142,78.483,92.945,104.474,128.375
2003-09-01,93.254,104.588,76.27,130.807,118.48,127.415,96.811,343.113,124.204,88.972,108.748,96.964,75.175,88.949,48.896,118.359,810.003,75.963,83.566,77.329,101.663,100.73,107.573,87.833,68.149,52.179,67.783,125.494,105.247,95.988,45.839,78.559,93.297,104.303,128.036
2003-10-01,92.97,102.398,76.399,130.633,117.571,129.691,96.938,342.941,124.817,87.931,108.539,96.768,74.801,89.108,49.215,115.529,799.674,76.289,83.579,79.28,102.023,100.901,106.79,88.068,63.778,51.523,67.812,124.654,104.581,96.063,45.917,78.416,92.814,104.092,127.584
2003-11-01,93.051,101.457,76.434,130.201,117.268,128.743,96.866,341.207,124.817,88.588,108.017,96.276,74.547,88.674,48.896,115.657,789.543,76.597,83.839,83.748,101.663,101.157,105.311,88.131,63.408,53.247,67.729,125.001,104.297,95.912,45.878,78.236,92.76,103.906,127.258
2003-12-01,92.967,101.558,76.347,130.002,117.109,127.598,96.595,338.327,125.307,88.658,108.748,95.883,73.63,89.47,50.071,114.757,776.64,77.038,84.189,79.198,101.122,100.986,104.179,87.647,64.941,54.559,68.074,125.234,103.933,96.03,46.005,78.26,92.967,103.803,126.999
2004-01-01,92.682,102.511,76.515,130.829,116.693,127.092,98.219,336.174,124.449,88.985,108.957,96.473,74.911,89.917,50.042,114.242,763.935,76.815,84.228,73.243,101.303,100.645,104.44,87.111,68.948,59.452,68.129,124.584,104.574,96.287,46.26,78.222,93.412,103.895,127.13
2004-02-01,92.905,102.699,76.486,131.236,116.422,128.043,98.551,333.952,123.959,89.963,108.017,96.374,75.135,89.567,50.274,113.599,764.588,76.935,84.077,74.619,101.032,100.815,104.092,87.155,70.178,58.991,68.326,125.827,104.72,96.69,46.221,78.265,93.629,104.026,127.197
2004-03-01,92.915,103.28,76.451,130.942,116.104,128.308,98.225,331.762,124.572,90.121,109.27,96.079,75.286,89.83,50.346,113.47,751.961,77.182,84.447,77.876,101.573,100.304,104.266,87.657,70.281,58.653,68.558,126.405,104.693,96.706,46.318,78.546,93.777,104.135,127.182
2004-04-01,92.931,103.718,76.451,130.566,115.643,128.613,98.713,331.274,123.468,90.357,109.479,96.374,75.997,90.239,50.636,113.213,746.699,77.28,84.993,81.293,101.933,100.048,103.396,87.905,68.433,58.288,68.856,126.733,104.402,96.739,46.289,78.575,93.692,104.212,127.217
2004-05-01,92.945,104.365,76.463,130.088,115.858,128.45,98.387,328.618,122.365,90.547,109.165,95.883,76.604,89.744,50.796,112.441,731.2,78.044,84.887,82.391,102.293,100.56,101.916,87.867,71.876,60.766,69.145,126.01,104.645,96.605,46.309,78.687,94.2,104.193,127.026
2004-06-01,93.075,103.834,76.569,130.988,115.25,128.412,98.074,325.664,122.732,91.137,109.27,95.489,76.38,89.986,50.955,111.926,718.683,78.189,85.12,83.276,102.473,101.242,102.526,87.835,74.474,62.426,69.233,125.378,104.523,96.135,46.553,78.984,94.507,104.197,126.945
2004-07-01,92.504,104.38,76.782,130.246,113.916,129.541,98.39,323.741,121.997,89.712,108.435,95.883,76.054,91.136,50.984,112.184,714.93,78.306,84.883,81.635,102.383,101.327,102.874,87.039,73.569,62.963,69.303,124.884,103.791,95.881,46.993,78.82,94.299,103.966,126.521
2004-08-01,91.971,104.171,76.819,129.037,113.949,129.889,98.201,321.485,121.997,88.87,108.122,96.178,75.09,90.438,51.216,112.441,705.359,78.307,85.129,82.099,101.753,100.048,101.916,87.862,73.302,64.872,69.399,124.326,104.159,95.469,47.101,79.123,94.081,103.617,125.863
2004-09-01,91.903,105.908,77.016,129.216,113.969,129.232,98.375,318.976,121.629,89.614,108.957,96.079,74.453,90.2,51.071,112.055,700.164,78.01,85.709,81.317,100.762,99.621,103.309,88.97,74.9,66.413,69.645,124.362,104.407,95.967,47.228,79.107,94.236,103.678,125.893
2004-10-01,92.134,107.058,77.179,131.036,114.084,129.592,98.813,316.95,121.506,88.647,109.061,96.571,74.185,90.096,51.245,112.698,697.849,78.562,85.644,83.185,102.293,98.768,102.787,88.284,80.212,71.631,69.858,124.774,104.893,96.246,47.169,79.951,95.093,103.983,126.202
2004-11-01,93.025,107.621,77.296,130.375,113.408,129.831,99.144,312.624,121.506,88.979,109.165,96.571,74.518,90.281,51.521,112.055,702.687,78.858,85.892,84.711,102.473,99.195,103.135,88.651,83.126,76.401,69.891,124.273,105.236,96.09,47.111,80.064,95.53,104.055,126.264
2004-12-01,93.518,107.61,77.256,129.915,113.361,129.453,99.421,310,120.403,89.328,108.748,97.456,76.254,91.194,51.869,111.669,691.738,78.764,86.038,81.671,100.132,99.536,103.483,89.023,81.695,74.563,69.924,123.223,105.058,95.933,47.414,79.787,95.276,103.911,126.329
2005-01-01,93.869,106.528,77.877,129.903,115.537,129.021,100.376,307.714,120.771,89.832,108.852,97.063,74.631,90.967,51.71,110.125,680.816,78.583,85.77,80.698,100.672,100.133,104.092,89.538,77.301,73.015,70.052,122.612,105.706,95.621,48.304,79.776,94.867,104.007,126.143
2005-02-01,93.877,106.979,78.017,129.376,117.295,128.998,100.58,303.367,121.874,89.674,108.122,96.866,74.508,90.825,51.898,111.412,676.888,78.363,85.887,81.466,100.132,100.048,102.787,89.703,80.929,76.389,70.233,122.214,105.626,96.181,48.519,79.833,95.146,103.937,125.965
2005-03-01,93.515,107.625,77.951,129.983,118.003,128.71,101.162,301.083,121.261,89.8,108.33,96.571,74.319,90.905,52.087,112.055,667.107,78.655,85.857,85.455,101.303,100.218,101.655,89.418,82.198,79.85,70.378,121.582,105.511,95.588,48.568,80.37,95.368,103.952,125.868
2005-04-01,93.523,108.239,77.952,129.744,117.687,130.208,101.563,299.599,121.139,90.382,107.809,96.473,73.451,91.158,52.391,111.412,658.55,79.524,86.06,87.956,100.132,99.877,103.918,89.608,83.913,81.852,70.421,120.861,105.667,95.801,48.607,80.829,95.672,103.84,125.794
2005-05-01,93.82,109.012,78.072,129.918,118.428,131.376,101.527,297.727,121.384,90.663,108.435,96.276,74.394,91.115,52.681,111.154,638.629,79.464,85.882,81.961,99.862,99.963,103.396,89.681,80.234,79.428,70.788,121.59,105.887,96.475,48.705,80.646,95.442,104.07,126.056
2005-06-01,93.693,108.838,78.214,128.941,119.06,129.49,101.591,295.096,120.967,91.128,109.364,96.374,72.874,91.655,52.899,111.154,632.183,79.32,85.92,79.762,99.592,99.195,102.787,90.169,80.616,80.234,71.052,121.967,104.911,96.414,48.685,80.525,95.304,103.833,125.591
2005-07-01,92.736,109.029,78.587,128.894,118.47,129.089,101.622,292.422,120.955,92.116,108.957,96.276,73.078,91.492,53.175,110.897,625.584,79.49,85.987,77.23,99.321,98.342,101.394,90.303,87.984,84.331,71.288,121.556,105.026,96.942,49.233,80.487,95.938,103.677,125.16
2005-08-01,92.005,108.513,78.863,128.592,118.429,127.599,101.575,289.414,121.506,92.22,108.644,95.391,75.081,90.784,52.797,110.125,624.333,79.428,86.195,77.794,99.412,98.683,100.785,90.797,96.754,87.515,71.494,121.469,104.727,96.961,49.536,80.373,96.673,103.556,124.73
2005-09-01,92.536,108.18,79.076,128.009,119.1,126.28,101.258,288.106,122.561,91.92,108.32,96.079,75.901,91.963,53.972,109.096,617.242,79.628,86.433,79.43,98.691,97.66,100.002,91.64,116.099,99.229,71.695,121.413,104.999,96.704,49.888,80.285,98.562,103.576,124.826
2005-10-01,92.851,109.108,79.134,127.754,118.593,127.137,101.986,284.981,121.703,92.658,108.445,95.293,74.483,92.877,54.088,109.353,609.298,79.734,86.38,79.608,98.871,98.001,99.131,91.21,109.724,100.629,72.019,122,105.252,96.779,49.82,80.326,98.05,103.624,124.719
2005-11-01,92.915,109.693,79.416,128.754,117.769,125.283,101.903,282.797,120.109,91.91,108.758,95.489,74.377,93.355,54.277,110.511,601.328,80.069,86.523,80.658,99.862,98.171,98.783,89.925,94.529,95.428,72.562,121.977,105.255,96.733,49.996,80.181,96.785,103.715,124.62
2005-12-01,92.704,110.332,79.725,129.613,119.087,124.431,101.393,279.911,119.863,91.608,107.423,95.588,74.479,92.907,54.407,111.283,592.794,80.186,86.342,85.595,99.051,97.83,100.611,89.387,93.036,93.787,72.764,121.961,105.11,97.028,50.182,81.04,96.632,103.672,124.506
2006-01-01,92.938,110.17,79.886,129.076,119.655,125.467,101.43,276.775,120.231,91.892,107.391,95.293,74.981,92.906,54.857,111.026,589.813,80.458,86.705,83.244,98.54,97.83,99.915,91.022,98.85,94.787,72.965,121.56,105.423,97.206,50.374,81.278,97.25,103.704,124.402
2006-02-01,92.982,109.843,80.076,128.297,119.763,125.304,102.344,274.978,120.194,92.082,108.383,95.784,73.991,93.228,55.176,111.026,577.966,80.242,87.054,80.793,97.409,96.807,101.22,90.609,97.565,95.333,73.156,121.274,105.947,97.08,50.453,80.915,96.965,103.49,124.121
2006-03-01,92.887,109.522,80.579,127.843,119.962,124.461,102.409,272.98,120.011,92.285,107.496,96.178,73.204,93.383,55.379,110.511,566.585,80.392,87.141,80.598,99.286,97.489,101.481,91.161,96.677,95.449,73.511,121.326,106.035,96.865,50.758,81.512,97.01,103.624,123.75
2006-04-01,92.777,109.186,80.971,128.07,120.188,124.568,102.593,269.352,121.629,93.177,107.569,95.784,74.754,93.516,55.582,110.511,557.839,80.217,87.172,79.009,99.934,97.83,101.046,91.086,103.826,98.754,73.715,121.181,106.326,96.789,50.667,81.693,97.689,103.73,123.763
2006-05-01,92.663,108.642,81.621,128.401,120.144,124.513,102.392,266.186,121.273,93.017,108.007,95.883,76.175,93.704,55.988,110.511,538.656,80.227,87.418,77.523,100.136,97.148,102.264,91.422,105.485,100.541,74.052,121.372,106.441,96.624,50.613,81.525,97.859,103.732,123.615
2006-06-01,92.624,108.027,81.75,128.479,119.95,123.193,102.407,262.59,120.293,92.834,107.485,96.276,76.351,93.608,56.366,110.897,530.042,80.505,87.587,79.713,100.796,97.233,101.481,90.932,105.888,100.216,74.148,121.877,106.299,96.96,50.999,81.674,97.906,103.65,123.165
2006-07-01,92.748,107.521,82.258,128.321,120.962,123.774,102.439,260.871,120.501,94.542,107.548,96.276,76.211,93.726,56.438,110.382,524.751,80.688,87.45,78.787,98.963,97.148,103.048,90.007,113.619,101.401,74.366,121.135,106.141,96.827,51.006,81.31,98.518,103.482,123.175
2006-08-01,92.658,107.395,82.472,128.544,120.918,123.64,102.519,259.098,119.802,95.07,107.997,96.866,77.432,93.971,56.656,111.412,511.283,80.918,87.39,82.094,100.202,97.233,102.526,90.103,116.953,102.98,74.582,120.658,106.301,96.807,50.962,81.478,98.946,103.596,123.169
2006-09-01,92.604,107.264,82.66,127.544,121.77,122.465,103.036,256.287,117.191,93.976,106.89,96.276,77.34,93.895,56.946,111.798,502.449,81.188,87.356,83.723,100.781,97.916,100.959,90.343,102.842,98.815,74.779,120.934,107.008,97.707,50.938,81.727,97.697,103.519,122.549
2006-10-01,92.404,107.106,82.802,128.114,123.512,122.752,102.331,253.082,117.546,94.73,108.09,96.374,77.151,94.076,57.526,111.798,503.606,81.426,87.6,80.139,100.208,97.404,101.655,90.47,91.815,94.355,74.755,120.776,106.556,97.814,50.962,81.838,96.699,103.416,122.484
2006-11-01,91.869,106.969,83.109,127.974,123.361,122.383,102.708,250.142,118.478,94.881,108.174,96.079,77.758,94.398,57.845,111.412,497.731,81.397,87.589,78.86,99.649,96.892,100.785,90.183,90.899,93.719,74.418,120.898,105.701,97.54,50.796,81.989,96.405,103.098,122.192
2006-12-01,91.724,106.688,83.144,127.741,122.684,121.273,103.094,248.67,118.686,93.187,108.09,95.391,78.122,94.512,58.048,111.798,494.921,81.241,87.268,81.089,100.082,97.148,100.089,90.617,98.249,96.512,74.135,120.379,105.549,99.203,51.568,81.875,96.985,103.049,121.861
2007-01-01,91.73,106.665,83.345,127.309,122.81,121.313,102.74,245.509,118.422,93.384,107.955,93.584,79.335,94.836,58.664,111.799,487.827,81.837,87.888,84.203,100.889,96.118,99.227,90.093,95.602,93.377,74.689,120.559,105.896,98.369,53.152,82.094,96.963,103.159,121.655
2007-02-01,91.5,106.696,83.474,127.719,123.827,121.139,103.186,244.003,117.985,92.942,108.436,93.906,80.72,94.7,58.965,111.718,482.039,82.53,88.286,85.533,101.431,95.569,99.984,90.1,96.99,95.606,74.358,121.039,105.714,98.665,53.682,82.155,97.288,103.187,121.647
2007-03-01,91.685,106.781,83.827,127.391,124.312,120.887,103.46,241.029,119.147,93.152,108.418,93.44,78.672,94.707,59.877,111.194,475.378,83.034,88.847,90.028,101.196,95.491,100.916,89.852,103.498,98.006,74.066,120.754,106.026,98.919,53.792,82.01,97.87,102.992,121.325
2007-04-01,91.75,106.694,83.877,126.55,126.038,121.613,102.959,238.499,119.731,92.97,107.995,93.83,78.114,94.672,60.159,111.31,469.123,83.25,88.881,90.196,100.888,95.601,98.702,89.188,106.495,99.662,74.398,120.468,105.471,98.943,53.562,82.374,98.084,102.831,121.035
2007-05-01,91.621,106.671,84.086,126.448,125.18,122.148,102.715,237.036,119.952,92.553,108.639,93.811,78.726,94.946,60.414,111.852,461.985,83.613,89.244,87.054,100.581,95.289,98.455,89.275,111.496,100.158,74.591,120.171,104.967,98.962,53.761,82.5,98.565,102.769,120.922
2007-06-01,91.471,106.624,84.16,126.734,124.899,122.748,103.172,235.273,118.426,92.62,108.972,93.5,81.08,95.149,60.672,112.636,449.533,84.048,89.758,87.094,98.788,95.437,98.505,89.203,111.813,100.354,74.589,120.092,105.048,99.044,54.017,82.397,98.645,102.673,120.929
2007-07-01,91.531,106.634,84.524,125.978,125.164,122.903,102.935,232.331,118.477,92.779,109.067,93.75,79.979,95.379,61.125,112.708,443.423,84.307,89.625,86.74,98.118,96.226,97.911,89.728,112.358,102.505,75.143,119.954,104.544,98.826,54.18,82.801,98.705,102.588,120.543
2007-08-01,91.695,106.58,84.62,125.535,125.52,121.394,102.155,228.452,117.361,92.701,108.879,94.082,79.293,95.549,61.899,112.01,439.985,84.636,89.934,89.063,97.669,95.482,97.772,89.755,109.74,102.543,75.452,120.166,104.02,98.404,54.301,83.028,98.402,102.329,119.998
2007-09-01,91.629,106.752,85.037,124.7,125.626,120.672,102.268,228.111,116.542,92.56,107.482,93.689,80.172,95.601,61.972,111.983,437.384,84.972,89.815,89.064,97.414,95.951,98.657,89.461,113.447,105.302,75.583,120.115,104.661,98.402,54.733,83.219,98.822,102.352,119.846
2007-10-01,91.328,106.87,85.678,124.102,126.021,122.164,102.398,227.386,116.451,92.602,109.441,92.809,80.924,95.545,62.263,112.572,431.862,85.32,90.085,92.093,97.73,96.148,99.721,89.6,114.202,108.748,75.852,120.748,104.628,98.837,54.83,83.12,99.101,102.504,119.849
2007-11-01,91.581,106.855,85.925,124.103,125.597,122.42,102.379,224.486,116.086,93.349,109.824,92.94,81.242,95.595,62.617,112.145,422.923,85.727,90.12,88.199,97.729,96.441,100.194,90.126,124.219,122.093,76.207,120.089,104.787,98.946,54.961,83.208,100.141,102.528,119.688
2007-12-01,91.602,106.269,86.336,123.415,125.798,121.691,102.022,222.834,116.516,92.846,108.858,93.442,81.099,95.885,63.093,112.267,414.911,85.816,90.142,87.819,99.21,96.361,99.593,89.803,125.645,125.319,76.449,120.289,105.363,98.776,55.423,83.047,100.33,102.563,119.337
2008-01-01,91.45,105.154,86.676,124.02,125.453,124.457,101.534,221.974,117.886,93.419,109.075,93.51,82.006,95.799,63.269,111.874,407.453,86.459,90.723,86.129,98.914,96.468,100.401,89.995,126.569,128.14,76.659,120.329,105.455,98.759,56.009,83.212,100.674,102.691,119.423
2008-02-01,91.116,103.744,87.168,124.074,124.524,124.475,101.78,220.524,117.531,93.19,110.098,94.025,83.482,96.375,63.504,112.468,408.825,86.901,91.147,84.773,97.032,97.006,100.444,90.331,128.336,129.023,76.606,121.121,105.649,98.393,56.258,83.465,100.859,102.561,119.236
2008-03-01,90.874,103.936,87.675,124.784,124.312,123.886,101.978,218.436,117.866,92.877,109.93,94.548,84.217,96.523,63.702,113.417,412.221,87.043,91.131,84.241,95.958,96.838,99.74,90.47,129.813,141.11,76.882,121.947,105.872,98.866,56.225,83.632,101.121,102.595,119.207
2008-04-01,90.667,102.844,87.523,123.456,124.662,122.826,102.336,215.859,118.596,93.163,109.972,95.042,84.939,96.773,64.264,114.341,406.632,88.269,91.722,84.968,96.075,96.957,99.575,91.019,128.648,146.776,76.767,121.892,106.472,99.575,56.368,83.929,101.283,102.478,118.722
2008-05-01,90.599,101.84,87.893,122.998,125.167,123.435,101.857,214.197,118.393,93.632,109.662,95.231,85.199,96.493,64.547,113.985,406.372,88.611,91.754,88.477,95.906,97.121,99.509,91.043,134.68,157.337,76.386,122.148,107.426,99.137,56.84,83.421,101.844,102.336,118.439
2008-06-01,90.601,100.618,88.429,123.11,126.527,123.356,100.489,212.573,121.023,93.465,111.303,94.308,85.706,96.302,64.828,113.394,400.143,89.278,91.732,89.643,95.761,96.464,98.578,91.14,149.259,169.994,76.59,122.218,107.36,99.048,57.693,83.661,103.299,102.36,118.371
2008-07-01,90.745,99.68,89.026,123.626,126.852,122.743,101.308,211.146,121.815,94.141,110.265,94.663,86.487,96.337,64.916,114.11,401.298,90.404,92.099,90.642,96.672,96.019,98.153,91.661,154.776,172.419,76.516,122.376,107.178,99.213,58.366,83.977,104.112,102.483,118.412
2008-08-01,90.196,99.018,89.763,123.899,127.523,122.595,101.534,209.87,121.363,93.599,110.478,94.958,86.77,95.781,66.428,113.806,397.329,90.929,92.32,91.207,98.391,96.255,96.915,90.991,148.039,157.87,76.619,123.316,106.98,99.448,58.422,84.923,103.647,102.558,118.154
2008-09-01,89.598,98.199,90.269,124.311,127.26,123.795,101.957,207.844,122.073,93.91,110.87,94.889,86.603,94.919,66.623,113.929,388.593,91.515,92.849,90.745,98.15,96.093,98.331,90.9,148.925,148.692,76.793,124.198,107.997,99.562,58.444,85.104,103.806,102.51,117.826
2008-10-01,89.199,96.947,90.752,124.07,127.822,123.995,102.43,206.439,123.613,94.865,111.777,95.132,86.777,95.465,66.919,115.639,384.225,91.894,93.275,88.193,96.402,96.164,98.625,91.004,129.85,133.516,76.957,124.186,108.515,99.664,58.655,85.578,102.146,102.399,117.719
2008-11-01,88.937,96.159,91.606,123.745,128.548,122.407,101.771,204.206,124.111,95.157,111.72,95.359,86.257,95.845,67.086,114.813,376.972,92.071,93.636,83.322,96.435,96.119,98.927,91.378,90.973,115.02,77.388,123.682,108.111,100.351,58.663,85.766,98.613,102.289,117.29
2008-12-01,88.539,95.938,91.682,122.934,128.099,122.568,102.436,202.494,123.944,94.311,110.939,95.076,86.43,96.241,67.444,113.745,375.327,91.956,94.116,80.572,95.452,95.443,98.598,91.147,73.896,101.86,77.724,123.179,108.672,100.541,58.939,85.609,96.891,102.071,116.852
2009-01-01,88.986,95.479,91.823,123.065,128.631,124.121,101.902,200.598,124.63,93.63,111.565,95.21,86.117,96.725,67.687,113.368,367.753,91.856,94.297,80.794,94.717,96.519,98.885,90.835,76.418,96.958,77.789,123.86,109.04,101.212,59.404,85.464,97.092,102.138,116.767
2009-02-01,89.554,94.118,92.182,123.339,129.573,125.413,102.211,198.607,125.819,93.7,111.877,95.154,86.445,97.099,68.015,113.918,365.716,91.541,94.247,75.483,96.594,98.843,98.758,91.751,81.995,94.826,78.095,123.775,109.351,101.05,59.81,86.681,97.732,102.52,116.772
2009-03-01,90,92.217,92.548,124.065,129.291,125.902,102.325,196.147,124.353,94.194,111.954,95.132,86.856,96.528,68.418,114.173,361.891,91.227,94.397,76.122,96.78,99.33,99.498,92.233,78.37,89.97,78.278,123.552,109.28,101.303,66.414,86.819,97.573,102.933,116.432
2009-04-01,90.371,92.549,92.722,124.287,129.295,123.707,103.311,195.588,123.393,94.771,111.229,95.199,87.021,96.935,68.741,115.096,359.056,90.816,94.204,79.537,97.171,97.696,100.581,92.466,79.026,90.946,78.607,123.789,108.992,102.133,72.611,87.272,97.886,103.469,116.481
2009-05-01,90.806,92.919,92.627,123.94,129.299,123.038,104.302,193.846,122.699,94.83,110.7,96.07,86.891,97.503,68.916,114.198,355.399,90.397,94.554,76.156,96.994,97.727,99.471,92.576,82.776,90.343,79.005,123.244,109.932,101.634,72.403,87.453,98.113,103.443,116.319
2009-06-01,91.286,93.779,92.734,123.689,128.767,123.862,104.422,191.949,122.845,95.235,110.522,95.702,86.631,97.069,69.765,114.03,349.132,90.442,94.868,76.524,97.907,96.802,100.747,92.605,99.067,94.77,79.184,123.096,110.013,101.086,72.987,88.036,99.642,103.517,116.256
2009-07-01,91.083,94.21,92.433,123.028,127.982,122.824,103.739,188.67,122.074,94.726,111.558,95.041,86.985,96.84,70.324,113.887,341.463,89.98,95.016,75.027,97.829,95.799,99.608,93.01,98.507,94.311,79.219,123.526,109.619,101.293,74.613,88.148,99.387,103.361,115.67
2009-08-01,90.83,95.708,92.41,121.463,126.523,121.892,101.168,186.618,122.672,94.572,112.033,95.945,86.212,96.881,70.839,113.653,337.203,89.947,95.359,74.448,97.888,96.478,100.196,93.44,103.986,98.477,79.598,122.724,109.634,101.16,74.684,88.073,99.818,103.249,115.202
2009-09-01,91.709,97.282,92.365,121.718,125.366,124.251,100.929,183.179,124.058,94.873,112.12,96.084,87.204,97.342,71.112,114.367,340.104,89.68,95.129,74.787,98.652,96.247,100.513,93.617,105.191,98.23,80.111,122.607,109.906,101.11,75.413,88.273,100.076,103.599,115.508
2009-10-01,92.63,99.932,92.465,121.092,124.518,123.769,100.999,182.152,123.852,95.536,111.821,96.438,87.639,97.653,71.357,114.16,351.383,89.757,95.348,78.82,98.106,95.976,99.861,93.825,106.287,100.509,80.359,122.064,109.408,100.952,75.674,88.799,100.306,103.745,115.895
2009-11-01,93.485,101.37,92.84,120.264,124.931,122.683,100.562,181.745,121.548,95.257,112.078,96.592,88.236,97.506,71.839,113.57,346.198,89.731,95.867,84.809,97.078,95.714,99.136,94.177,110.784,107.511,80.47,121.053,109.207,100.478,76.435,88.675,100.716,103.678,115.964
2009-12-01,93.42,102.961,93.196,120.428,124.515,121.359,100.133,179.757,121.248,94.927,111.141,96.051,87.778,96.855,72.092,114.337,334.264,89.968,95.426,86.173,97.992,95.673,98.205,94.456,110.124,107.752,80.551,120.574,108.861,100.922,76.656,88.649,100.671,103.637,115.703
2010-01-01,93.086,104.459,93.622,120.147,124.039,121.804,100.014,178.704,120.36,95.319,110.81,97.182,87.024,97.014,72.27,114.328,328.701,90.164,95.015,85.491,97.244,95.495,99.594,94.421,112.413,114.282,80.777,120.5,109.514,100.651,76.743,88.815,100.904,103.579,115.555
2010-02-01,93.019,104.91,93.693,119.074,123.86,120.856,99.87,177.347,120.305,95.406,110.202,96.808,86.316,97.008,72.795,114.305,322.537,90.284,94.901,84.713,97.86,95.566,99.89,94.411,109.743,111.855,81.104,120.206,109.431,101.016,76.787,89.048,100.638,103.516,115.146
2010-03-01,92.937,104.612,93.528,118.548,123.36,121.638,100.038,176.366,120.729,95.251,110.7,96.128,87.788,96.649,72.796,113.742,317.369,90.574,94.848,87.791,97.792,95.667,100.069,93.976,108.52,112.362,81.457,119.867,109.339,101.214,77.207,88.894,100.588,103.495,114.98
2010-04-01,92.767,104.107,93.71,117.479,122.502,123.133,99.96,174.861,119.982,94.644,111.581,96.479,88.286,96.338,72.979,112.389,315.686,90.68,94.937,86.292,96.775,95.214,99.909,94.106,108.407,114.646,81.668,119.677,108.441,100.729,77.591,88.493,100.415,103.179,114.54
2010-05-01,92.631,103.805,93.994,117.501,122.281,122.096,99.685,172.532,120.543,94.165,109.908,96.208,89.594,96.287,73.321,111.407,316.166,90.692,95.04,86.002,96.671,95.293,99.978,93.61,106.337,112.99,82.011,118.982,107.77,99.84,78.581,88.121,100.127,103.015,114.227
2010-06-01,92.605,105.085,94.238,116.52,121.474,120.036,99.902,169.859,120.266,95.16,110.275,95.941,88.843,95.99,73.849,112.958,315.552,90.585,95.104,83.842,96.303,96.017,99.857,93.751,104.159,109.764,82.136,118.313,108.339,99.399,79.066,88.624,99.813,102.886,113.84
2010-07-01,92.744,104.033,94.569,116.026,121.814,119.107,99.235,167.953,120.221,95.159,110.323,95.66,87.427,95.984,73.729,112.705,315.512,90.556,95.61,85.661,96.451,95.318,100.793,93.526,106.847,108.173,82.04,117.964,107.918,100.209,79.709,88.485,99.9,102.665,113.337
2010-08-01,92.976,104.192,94.819,115.399,122.432,119.07,98.619,167.803,119.775,94.767,110.454,95.403,89.419,95.992,72.905,113.468,311.591,90.623,95.516,87.839,95.369,95.59,99.542,93.453,108.467,109.113,82.295,118.39,107.804,100.317,80.162,88.417,100.09,102.719,113.422
2010-09-01,93.221,104.624,94.643,114.483,121.615,121.413,98.523,167.114,118.712,95.171,110.329,96.09,89.535,96.678,73.282,112.373,305.431,90.88,95.603,89.659,95.788,95.543,98.621,93.83,109.897,110.143,82.563,118.102,107.722,100.215,80.211,88.066,100.286,102.729,113.305
2010-10-01,93.321,104.547,94.805,114.727,120.378,121.139,98.893,166.156,118.42,95.025,110.159,95.24,88.801,96.678,73.636,111.623,309.833,90.916,95.681,90.127,95.335,95.406,97.951,94.255,116.271,114.886,82.727,118.03,107.636,99.442,80.239,87.959,100.798,102.619,113.132
2010-11-01,93.48,105.317,95.028,114.503,119.05,116.603,98.839,164.638,118.901,95.439,110.348,94.568,90.967,96.97,73.856,112.324,309.101,91.146,95.42,93.337,95.624,94.962,98.269,93.453,119.262,119.245,82.978,118.143,107.785,99.624,80.379,87.808,101.146,102.662,113.094
2010-12-01,93.618,105.793,95.195,114.067,119.055,117.256,98.938,161.718,117.062,95.153,109.685,94.852,91.959,96.99,74.601,112.209,308.81,91.268,95.467,94.473,95.845,95.128,97.794,93.283,125.877,124.432,83.169,117.585,106.818,99.877,80.796,88.376,101.689,102.55,112.774
