date,jcdmvnm,jcdmvum,jcdmtm,jcdffm,jcdfkm,jcdfgm,jcdfosm,jcdrgtm,jcdrsm,jcdrsvm,jcdrbm,jcdftim,jcdojm,jcdoom,jcdebm,jcdolm,jcdotm,jcnfobm,jcnfolm,jcnfefm,jcnlffm,jcnlmfm,jcnlfim,jcnlom,jcngm,jcnofm,jcnodm,jcnrm,jcnolm,jcnopm,jcnotm,jcnmom,jctgm,jcgxfem,jcdm
2011-01-01,93.814,106.619,96.067,114.447,118.359,119.812,99.301,160.907,115.593,95.926,109.894,95.083,92.849,97.163,75.258,111.524,307.695,91.99,95.454,97.043,96.376,95.505,96.836,93.982,128.022,131.658,83.317,117.585,107.334,100.088,80.743,88.321,102.218,102.77,112.994
2011-02-01,94.313,106.432,96.417,114.648,117.686,119.25,99.66,160.313,116.044,96.291,110.847,94.245,93.643,97.218,75.347,111.094,308.598,92.633,95.688,102.479,96.481,95.407,96.565,94.064,130.082,138.393,83.595,117.616,107.466,100.196,81.139,88.293,102.681,102.923,113.135
2011-03-01,94.741,105.963,96.228,114.272,117.139,118.16,99.985,159.176,115.825,96.154,109.189,94.332,94.075,97.168,75.776,111.302,306.869,93.571,95.615,104.224,96.078,95.366,96.579,94.216,136.967,146.245,83.99,117.327,107.651,99.838,81.511,88.198,103.469,102.874,112.914
2011-04-01,95.042,106.912,96.647,114.396,118.729,118.437,99.994,158.192,115.231,96.334,108.416,94.407,96.1,97.219,76.041,111.327,305.955,93.915,95.925,105.231,96.416,95.405,96.563,93.614,143.798,150.837,84.505,117.576,107.819,100.108,81.419,88.593,104.318,103.142,113.18
2011-05-01,95.74,107.476,97.682,114.746,119.08,119.458,100.527,156.336,114.515,96.875,107.834,93.796,96.528,96.557,76.299,111.678,304.081,94.441,95.754,103.046,97.34,96.444,97.257,94.428,145.928,150.373,84.834,117.828,108.031,98.937,81.276,88.836,104.745,103.362,113.29
2011-06-01,96.147,108.655,98.372,115.215,119.246,119.433,100.664,154.972,114.184,97.725,107.267,93.442,96.344,97.175,76.658,111.14,300.937,94.657,95.85,103.75,97.923,97.336,97.243,94.524,141.324,147.615,84.748,117.864,107.917,99.257,81.351,88.718,104.496,103.503,113.426
2011-07-01,96.258,108.835,98.262,114.66,120.376,119.528,100.898,154.493,113.779,97.935,107.537,92.738,96.801,96.899,76.878,111.078,298.98,95.123,95.579,105.224,98.682,98.503,98.886,94.288,141.643,145.493,84.943,117.695,107.928,98.895,81.052,88.451,104.649,103.569,113.373
2011-08-01,96.258,109.429,98.432,114.483,122.413,118.985,101.699,152.828,113.527,97.566,105.997,92.89,97.579,96.524,76.993,111.349,295.193,95.756,95.617,105.932,99.688,99.011,100.519,94.671,142.298,144.841,84.999,117.932,107.927,98.516,81.582,89.096,104.909,103.673,113.24
2011-09-01,96.186,109.137,98.694,113.46,122.23,117.894,101.554,151.407,112.842,97.631,106.329,93.982,95.757,97.281,77.646,111.211,293.482,96.36,95.66,103.112,99.25,99.283,100.58,94.813,143.62,143.848,85.243,117.428,109.045,99.213,82.106,89.153,105.076,103.567,112.741
2011-10-01,96.328,109.318,98.532,113.71,122.834,116.992,101.349,149.96,112.28,97.76,106.644,93.76,98.056,97.935,77.965,110.771,290.404,96.455,95.871,102.488,99.564,99.965,100.957,94.332,142.163,143.146,85.505,116.79,109.52,99.457,82.308,89.245,105.049,103.671,112.773
2011-11-01,96.351,109.706,98.93,113.95,122.071,114.664,101.209,149.742,111.832,97.756,106.687,93.639,97.95,97.558,78.344,111.064,284.902,96.386,95.755,104.601,100.793,100.852,101.529,94.443,143.473,146.537,85.764,116.683,109.399,100.014,82.598,89.798,105.264,103.837,112.656
2011-12-01,96.389,109.423,99.484,113.951,122.393,113.891,101.149,149.13,111.736,98.162,106.943,93.691,98.143,97.235,78.461,111.066,279.778,96.617,95.715,105.271,100.85,100.688,102.371,94.689,140.016,145.022,86.04,116.96,109.047,99.535,82.675,90.02,105.024,103.837,112.558
2012-01-01,96.713,108.788,99.698,113.874,124.09,115.405,101.474,148.088,112.571,98.031,106.473,93.748,99.127,97.504,78.9,111.458,278.529,96.968,96.427,103.284,101.228,101.118,104.01,94.724,142.413,146.71,86.284,116.657,109.068,99.789,82.897,90.789,105.449,104.022,112.684
2012-02-01,97.012,106.905,99.83,114.197,125.784,115.167,102.162,146.675,112.645,98.701,106.246,93.498,98.758,97.858,79.355,111.298,277.345,96.885,96.433,103.506,101.144,100.285,103.884,94.844,147.11,150.235,86.558,117.034,109.317,99.484,82.911,90.331,105.798,103.978,112.548
2012-03-01,97.076,108.08,99.947,113.693,125.762,113.748,101.966,145.016,112.339,98.372,106.614,93.265,98.892,97.66,79.809,110.904,274.182,97.118,96.412,105.575,101.525,101.639,103.908,95.424,148.363,153.763,86.94,116.687,109.648,100.779,82.889,90.804,106.046,104.102,112.29
2012-04-01,97.035,108.305,99.834,113.657,125.826,114.245,102.084,143.308,113.906,97.91,106.61,93.454,97.176,98.025,80.155,110.569,268.558,97.192,96.358,104.056,102.388,102.085,103.22,96.251,148.415,152.029,86.994,115.896,109.132,101.056,83.213,90.856,106.021,104.046,112.001
2012-05-01,97.052,108.735,100.18,113.76,125.853,112.982,102.162,142.931,113.116,97.781,106.48,93.506,96.44,99.284,80.738,110.25,265.462,97.083,96.451,103.209,102.909,101.766,104.063,96.531,141.422,147.898,87.178,115.922,108.186,100.029,83.269,91.337,105.393,104.008,111.94
2012-06-01,97.169,107.831,100.164,113.59,125.836,113.102,102.013,141.254,112.594,98.7,105.449,94.013,96.66,98.9,81.17,110.565,259.094,97.248,96.66,104.384,102.062,100.949,104.557,97.391,135.918,136.955,87.415,116.272,108.317,100.287,83.342,91.909,104.858,103.888,111.596
2012-07-01,97.199,107.983,100.719,114.265,126.158,113.626,102.158,140.458,112.32,99.118,105.889,93.98,94.157,98.352,81.782,110.397,254.189,97.265,96.638,106.02,101.47,102.467,104.323,96.843,134.139,136.222,87.879,115.822,108.033,100.618,83.618,91.839,104.714,103.881,111.429
2012-08-01,97.359,107.396,100.623,113.969,125.402,112.686,101.907,138.826,112.493,98.547,105.669,94.353,96.339,98.055,82.818,111.389,250.157,97.343,96.379,109.095,99.392,102.961,104.399,97.09,144.381,141.947,88.052,115.21,107.669,100.935,83.596,92.146,105.43,103.667,111.212
2012-09-01,97.436,107.073,100.68,113.648,124.014,111.608,101.688,137.575,112.728,99.075,105.446,94.532,97.606,97.885,83.302,110.446,246.333,97.279,96.512,110.555,101.424,102.317,104.509,97.249,152.028,147.203,88.088,114.925,108.213,101.069,83.746,92.101,106.086,103.714,110.967
2012-10-01,97.525,107.511,100.835,113.288,125.158,112.043,101.936,136.589,112.415,99.186,104.335,94.97,97.391,98.131,83.294,110.372,244.145,97.603,96.292,112.04,102.838,102.023,105.687,97.91,154.449,148.604,88.155,115.144,108.146,100.755,83.825,92.217,106.405,103.808,110.867
2012-11-01,97.828,107.353,100.751,113.196,126.943,112.194,102.043,136.231,112.339,99.57,104.568,95.018,96.475,98.235,83.765,110.482,238.47,97.76,96.41,114.603,102.347,102.83,103.684,98.442,146.781,148.298,87.809,115.443,108.176,100.561,84.066,92.744,105.814,103.78,110.849
2012-12-01,98.028,108.394,100.931,112.507,126.314,112.154,101.996,135.451,112.052,99.492,104.711,94.395,96.71,98.209,83.894,110.435,235.418,97.964,96.692,113.509,102.116,103.002,103.451,98.912,142.772,148.253,87.531,114.467,107.496,99.786,84.247,93.179,105.43,103.594,110.753
2013-01-01,98.266,108.695,100.566,112.338,125.544,114.616,101.96,134.838,111.287,99.618,104.904,94.894,96.556,98.442,84.533,110.516,235.834,98.099,96.783,116.129,102.917,103.81,103.597,99.308,142.912,147.055,87.555,114.322,107.622,99.392,84.54,94.586,105.544,103.707,110.738
2013-02-01,97.946,108.746,100.433,112.722,124.596,114.635,102.628,134.47,111.062,98.963,105.394,94.913,96.941,98.675,84.862,110.142,236.31,98.121,97.126,113.623,103.196,103.058,104.264,99.569,152.927,148.339,87.155,114.274,107.166,99.515,84.657,94.341,106.264,103.572,110.647
2013-03-01,97.99,108.124,100.885,111.91,124.376,113.38,102.545,133.101,110.387,98.952,106.328,95.588,96.924,98.726,85.378,109.78,232.918,98.185,97.403,112.589,101.784,102.801,101.98,98.942,144.429,145.536,87.448,114.52,106.708,100.702,84.659,94.455,105.459,103.348,110.248
2013-04-01,98.143,107.911,100.441,111.443,123.953,113.74,103.224,131.169,109.256,99.627,106.357,95.677,97.176,99.037,85.718,110.354,228.819,98.292,97.515,110.622,100.921,103.974,101.176,99.245,137.68,140.802,87.61,114.831,106.765,100.249,85.368,94.699,104.862,103.251,109.912
2013-05-01,98.151,107.852,100.488,111.336,123.461,113.384,103.22,130.591,110.323,99.271,105.815,96.391,97.531,98.691,86.149,109.854,225.306,97.995,97.566,113.513,100.661,103.986,101.954,99.397,136.656,138,87.265,114.532,107.554,99.686,85.54,94.802,104.625,103.133,109.788
2013-06-01,98.454,108.05,100.284,111.253,123.462,112.854,103.036,129.874,110.013,99.455,105.788,97.437,98.146,98.687,86.479,109.505,221.731,98.214,97.81,112.955,100.39,103.953,101.707,100.177,138.843,140.73,87.549,113.58,107.86,100.194,85.276,94.943,104.873,103.141,109.735
2013-07-01,98.606,108.289,100.353,110.939,122.285,110.218,102.975,128.818,109.887,100.112,105.909,97.262,98.586,98.631,87.055,109.195,216.613,98.274,98.063,112.278,102.178,103.853,100.934,99.278,139.111,143.126,87.772,113.648,106.763,99.843,85.879,95.004,104.911,103.118,109.489
2013-08-01,98.644,108.628,100.166,110.595,121.914,109.28,103.209,128.081,109.499,98.965,105.35,96.928,97.689,98.44,85.731,107.607,213.727,98.347,97.998,111.396,102.207,103.85,99.809,99.147,141.274,146.809,88.048,113.74,106.164,100.512,86.33,94.735,105.04,103.009,109.112
2013-09-01,98.901,109.277,100.164,110.214,121.169,109.643,103.403,127.94,108.782,98.233,104.855,97.207,97.483,98.99,86.48,107.662,208.005,98.313,97.809,112.257,102.488,103.317,99.56,98.738,138.601,147.366,88.304,112.889,105.955,100.666,86.505,94.428,104.784,102.959,109.037
2013-10-01,98.801,109.86,100.074,109.841,121.337,109.989,103.051,127.298,108.827,98.657,105.227,97.131,97.22,99.024,87.172,108.283,200.37,98.394,97.772,113.047,101.532,104.281,99.882,98.378,137.845,145.729,88.594,112.722,106.088,100.455,86.661,95.068,104.704,102.916,108.882
2013-11-01,98.796,110.432,100.052,109.165,121.518,110.434,102.809,126.397,109.522,99.036,104.675,95.993,96.905,98.241,87.489,108.213,201.3,98.217,97.753,113.008,102.289,103.696,100.642,98.442,138.524,146.443,88.628,112.485,105.811,100.461,86.72,95.793,104.697,102.88,108.72
2013-12-01,98.725,110.694,100.145,108.772,120.207,109.093,102.123,125.348,109.125,98.724,104.418,95.815,96.674,98.166,87.939,108.157,195.016,98.322,98.121,114.842,104.521,104.137,101.618,97.923,141.259,148.262,87.961,111.965,105.212,100.575,86.914,95.685,104.822,102.682,108.308
2014-01-01,98.544,109.95,100.103,108.65,119.862,110.328,102.244,124.981,108.493,98.894,105.192,95.91,95.38,98.557,86.763,108.095,192.428,98.48,98.16,117.834,104.235,103.049,101.568,97.724,143.591,154.051,88.501,111.295,106.017,100.828,87.363,95.607,105.026,102.618,108.041
2014-02-01,98.612,109.326,100.072,108.201,119.991,109.468,103.128,123.986,108.111,99.422,104.788,95.962,94.787,98.838,87.719,108.174,184.421,98.84,97.922,121.345,103.173,102.973,101.289,98.047,142.121,157.711,88.965,111.519,105.658,100.958,87.588,95.514,104.915,102.489,107.698
2014-03-01,98.543,108.486,99.933,107.466,118.757,109.697,102.689,123.388,107.781,99.69,104.956,96.597,94.947,98.941,87.579,108.598,182.773,99.352,97.948,124.95,103.152,103.342,102.673,97.97,139.959,152.173,88.866,111.186,105.751,101.109,87.807,96.491,104.747,102.37,107.377
2014-04-01,98.817,108.224,100.176,107.81,116.975,106.91,101.969,123.43,107.725,100.33,105.633,96.927,94.272,99.11,88.214,108.476,179.697,99.709,97.9,127.998,103.254,103.289,103.781,98.054,142.281,148.711,89.318,110.455,105.315,101.039,88.045,97.48,104.995,102.393,107.286
2014-05-01,98.922,108.126,99.791,107.932,115.518,105.223,101.679,122.404,107.45,98.55,105.319,96.818,93.931,99.836,88.651,108.442,174.375,100.302,98.221,125.725,103.792,103.045,103.37,98.526,140.467,146.955,89.84,110.577,105.451,100.589,88.37,98.093,104.961,102.36,106.893
2014-06-01,98.733,108.101,99.85,108.032,114.683,106.698,101.582,122.054,108.133,98.588,104.343,96.595,94.184,99.586,88.78,108.834,167.503,100.334,98.075,124.855,103.574,103.541,102.897,99.099,140.957,146.881,90.312,110.878,105.604,100.668,88.792,97.607,105.049,102.435,106.762
2014-07-01,99.03,108.325,99.986,107.572,115.592,107.374,101.485,121.471,106.924,98.804,103.82,96.871,94.694,99.497,89.101,109.167,166.931,100.603,98.113,126.392,102.568,104.385,102.611,99.917,139.787,146.063,90.631,110.563,105.577,101.207,88.121,97.909,105.026,102.455,106.748
2014-08-01,99.235,108.526,100.022,107.29,114.624,106.763,101.831,121.024,106.613,98.767,103.372,96.14,94.233,99.397,90.014,108.927,165.874,100.813,98.751,124.092,102.716,102.233,101.72,100.071,137.624,146.534,90.47,110.099,104.565,101.547,88.221,97.576,104.769,102.219,106.601
2014-09-01,99.367,108.841,99.973,106.736,114.206,107.865,102.696,119.726,106.984,98.87,103.534,97.365,94.683,99.435,90.479,108.723,161.285,101.037,98.712,125.194,102.924,102.712,101.314,100.756,134.042,142.226,91,110.106,104.521,101.829,88.399,97.526,104.577,102.3,106.441
2014-10-01,99.563,108.111,99.815,107.024,114.06,107.899,102.878,119.521,106.867,98.637,104.412,98.157,93.71,99.595,91.045,108.332,159.021,101.121,98.391,126.213,103.074,102.247,102.02,100.908,130.173,136.543,91.183,109.947,104.823,101.681,88.883,98.545,104.275,102.315,106.328
2014-11-01,99.622,106.992,99.831,106.912,113.335,105.443,102.427,118.533,106.288,98.252,104.343,98.254,93.039,99.956,91.075,107.438,154.166,101.279,99.05,124.628,102.414,102.196,101.958,100.544,122.847,133.429,91.792,109.657,104.041,100.932,89.08,97.835,103.554,102.02,105.817
2014-12-01,99.564,105.804,100.161,106.259,112.5,103.648,102.766,116.93,105.474,98.037,103.459,98.146,92.859,99.978,91.718,107.818,153.787,101.613,98.73,120.753,101.384,101.673,102.365,100.759,112.162,122.529,92.686,110.181,102.999,100.723,89.449,98.417,102.609,101.825,105.262
2015-01-01,99.063,105.095,100.091,105.964,111.527,104.558,102.694,116.532,105.252,98.454,104.228,96.964,92.717,98.872,92.744,107.582,154.164,101.656,98.322,117.345,101.296,100.749,102.882,100.106,94.565,110.707,92.439,109.171,103.281,101.923,89.517,97.868,101.015,101.56,104.93
2015-02-01,99.363,106.896,100.537,105.62,111.967,105.2,102.912,116.451,105.312,99.007,104.129,95.822,92.051,99.203,92.843,107.045,153.193,101.738,98.421,109.779,100.515,102.305,100.343,99.994,97.777,110.105,92.837,108.354,103.569,101.973,89.879,97.548,101.363,101.694,105.164
2015-03-01,99.538,107.219,100.121,105.69,111.146,105.631,102.786,116.121,104.749,98.581,104.118,96.522,92.177,98.945,93.479,106.587,150.011,101.413,98.415,111.228,100.568,103.502,102.766,100.501,101.281,117.315,93.126,108.375,103.574,101.723,90.045,97.132,101.65,101.761,105.051
2015-04-01,99.754,107.74,100.013,106.903,111.218,105.719,102.746,115.718,103.996,100.068,104.715,96.534,91.802,99.068,93.539,105.862,146.888,101.171,98.302,111.521,100.808,102.604,103.351,100.305,99.908,109.715,93.459,108.41,103.753,101.291,90.094,97.074,101.523,101.87,105.212
2015-05-01,99.919,108.379,100.386,106.033,110.536,105.766,102.758,115.914,102.498,100.226,104.517,97,91.175,99.564,93.782,106.032,145.965,101.109,98.604,112.583,100.248,102.203,102.83,100.129,106.048,109.929,93.747,108.249,103.492,101.168,90.476,98.489,101.975,101.844,105.137
2015-06-01,100.153,108.536,100.09,105.739,110.443,104.822,102.427,114.909,103.329,99.858,104.858,97.13,91.777,99.543,93.276,105.319,142.283,101.456,98.359,112.552,99.562,101.994,104.09,100.016,108.521,109.424,93.682,108.082,103.65,100.722,90.885,97.426,102.114,101.683,104.971
2015-07-01,100.025,108.23,100.1,105.37,109.511,104.953,101.885,113.813,103.821,98.438,104.265,98.932,93.003,99.051,93.623,104.614,142.456,101.638,98.507,109.22,99.967,101.338,104.197,100.347,108.878,105.523,93.728,107.425,103.407,100.627,91.256,98.072,102.066,101.54,104.672
2015-08-01,100.003,107.642,99.915,104.073,109.458,106.135,101.691,113.918,103.52,98.553,104.423,98.34,91.549,98.859,94.155,104.813,138.652,101.819,98.533,112.301,100.59,101.09,107.374,100.817,106.117,99.945,93.698,106.949,102.789,100.219,91.623,98.071,101.752,101.374,104.311
2015-09-01,100.121,107.119,100.532,104.417,109.833,106.381,101.68,114.263,103.924,98.046,105.92,97.874,92.291,99.012,94.664,104.371,134.581,101.943,98.361,107.777,100.029,102.007,107.104,100.275,95.354,96.511,93.849,107.506,103.092,100.545,91.77,98.049,101.018,101.502,104.428
2015-10-01,100.06,106.264,99.514,104.484,108.731,105.881,101.967,113.912,104.107,96.918,104.915,98.724,92.237,99.211,95.031,104.408,135.344,102.023,98.926,105.28,99.45,101.419,105.362,100.048,94.066,95.361,93.963,107.469,102.617,101.097,91.948,98.303,100.825,101.318,104.143
2015-11-01,100.165,105.15,100.171,103.841,108.651,104.179,101.044,112.928,103.981,100.435,105.966,98.265,90.987,98.791,95.319,103.644,131.516,101.69,98.75,105.129,99.635,102.094,107.265,100.202,93.937,95.377,94.273,106.826,102.897,100.896,92.315,97.896,100.689,101.24,103.808
2015-12-01,99.992,104.555,100.292,104.331,108.017,102.746,100.591,111.776,104.497,99.75,107.33,97.245,92.602,98.852,95.772,103.116,127.085,101.314,98.703,101.951,99.67,103.388,102.838,100.029,90.231,87.594,94.249,106.041,103.247,100.788,92.654,97.523,100.204,101.109,103.573
2016-01-01,99.671,104.991,100.548,104.843,107.184,104.478,100.697,110.549,103.879,99.302,106.132,98.536,94.992,99.524,96.232,102.667,124.047,101.29,99.18,102.522,98.635,101.201,102.826,100.33,85.96,82.455,94.542,105.876,103.102,100.962,93.159,97.358,99.794,101.007,103.528
2016-02-01,100.114,104.447,100.538,103.995,106.582,103.294,100.914,109.834,103.729,98.976,107.197,98.982,97.495,99.691,95.739,103.22,121.289,101.366,99.59,100.396,99.321,100.902,103.712,101.055,77.452,80.437,95.231,105.351,103.458,101.314,93.033,97.979,99.256,101.136,103.402
2016-03-01,100.196,104.181,100.237,104.175,106.632,103.494,101.267,108.663,103.956,100.067,101.984,98.831,94.881,99.476,95.554,103.986,120.283,100.866,99.381,98.021,100.536,100.1,102.628,100.768,83.064,81.345,95.628,104.975,102.419,101.185,93.254,98.58,99.505,101.028,103.078
2016-04-01,100.072,105.487,100.554,104.212,106.059,103.406,100.557,108.982,104.766,101.828,101.916,99.278,96.123,99.712,96.681,104.176,121.167,100.874,99.524,97.916,99.84,101.257,100.452,100.934,87.406,82.64,96.239,104.746,102.086,101.178,93.124,97.95,100.001,101.251,103.45
2016-05-01,100.032,106.133,100.168,103.777,105.795,103.482,100.384,106.497,104.444,99.784,101.144,99.297,99.528,100.213,96.646,103.121,120.411,100.384,99.398,98.154,100.708,101.909,100.496,100.838,88.756,87.054,95.698,104.582,101.569,100.873,93.279,98.548,99.889,101.054,103.112
2016-06-01,99.972,105,100.28,102.987,105.537,102.594,100.92,105.777,102.801,98.879,100.951,99.265,98.091,100.143,97.915,102.186,117.47,100.123,99.332,96.698,101.167,101.804,98.412,99.175,92.765,89.651,96.6,104.133,101.111,100.49,94.166,98.141,99.99,100.824,102.49
2016-07-01,100.104,103.853,100.094,102.615,103.973,102.483,100.687,105.374,102.995,101.051,99.899,100.196,97.247,100.113,98.345,99.984,114.033,99.963,99.345,96.31,100.127,102.282,100.936,98.907,87.777,88.885,97.159,102.924,101.933,100.75,94.146,97.671,99.484,100.681,102.153
2016-08-01,100.096,103.534,100.122,101.797,103.285,102.434,100.162,104.17,102.517,100.872,105.224,100.175,99.719,99.852,99.711,98.476,112.636,99.884,99.253,95.318,99.517,102.469,101.358,100,87.088,86.652,98.225,103.48,101.69,100.945,94.769,96.757,99.467,100.778,101.912
2016-09-01,100.252,105.03,99.555,101.816,103.074,101.683,100.334,103.586,101.726,100.96,103.494,100.569,97.783,99.547,100.605,100.912,110.921,99.767,99.318,92.589,99.937,101.629,99.72,100.17,89.8,88.339,99.109,103.225,101.963,100.9,94.957,99.096,99.747,100.91,101.825
2016-10-01,100.501,103.09,99.738,102.517,102.517,102.512,100.28,102.315,101.393,101.445,102.583,100.33,98.948,99.466,100.861,101.404,109.022,99.729,99.58,89.246,100.656,101.473,99.272,101.287,93.407,92.644,99.223,102.429,101.894,100.598,95.212,97.796,99.964,100.804,101.603
2016-11-01,100.432,101.463,99.071,101.556,101.581,100.49,100.089,100.8,100.634,101.073,103.311,100.436,98.175,99.653,101.594,102.715,108.839,99.542,99.295,90.896,101.273,100.986,100.329,100.926,94.026,91.838,98.75,102.424,100.795,100.33,95.366,99.034,99.657,100.362,100.88
2016-12-01,100.353,101.106,99.553,101.647,101.772,98.099,99.667,100.037,99.725,101.423,103.823,98.764,97.772,99.725,101.589,101.916,108.121,99.333,99.411,96.488,100.323,100.737,100.509,101.305,97.246,96.701,98.918,102.13,99.616,100.473,96.165,100.541,99.771,100.2,100.611
2017-01-01,100.796,100.616,99.831,102.425,102.203,102.292,99.938,101.738,99.481,101.094,103.894,99.206,98.182,99.968,100.145,100.723,106.715,99.481,99.903,97.647,100.218,101.021,100.387,100.557,102.478,99.886,99.215,101.946,100.567,100.409,96.306,99.283,100.396,100.468,101.088
2017-02-01,100.718,100.602,99.915,101.971,102.189,102.284,99.971,101.288,100.541,100.69,101.279,100.518,100.4,100.397,101.007,100.857,105.55,99.698,99.846,100.974,100.055,101.411,100.732,99.709,100.569,99.92,99.743,101.643,101.066,100.632,96.31,100.101,100.355,100.548,101.059
2017-03-01,100.579,101.005,100.099,101.794,101.904,101.329,99.887,100.268,100.468,100.047,101.482,98.566,99.445,99.994,101.277,99.262,104.068,99.988,100.02,99.684,101.404,100.107,98.995,100.681,99.273,99.261,99.822,101.38,101.368,100.134,96.618,100.106,100.242,100.43,100.709
2017-04-01,100.59,100.553,100.232,100.944,100.571,102.383,100.059,99.913,100.596,100.157,100.349,99.23,102.432,100.143,99.874,99.015,102.462,100.041,100.269,99.414,100.733,99.378,100.042,101.077,98.653,99.134,98.915,101.013,101.5,100.107,100.34,100.296,100.135,100.313,100.574
2017-05-01,100.448,100.531,100.192,100.642,100.273,101.332,100.679,100.378,99.853,100.143,99.078,99.769,99.936,100.475,98.954,100.121,100.748,100.09,99.695,99.41,99.715,100.026,98.693,100.706,93.516,96.878,98.998,100.676,100.052,99.641,100.356,101.015,99.581,100.082,100.377
2017-06-01,100.073,99.802,100.356,100.845,98.914,99.542,100.556,100.767,99.597,100.203,97.205,98.895,99.613,99.513,98.97,100.071,101.016,99.912,99.423,100.861,99.757,99.528,98.552,100.93,92.595,93.911,99.731,100.327,99.349,100.026,100.615,100.883,99.419,100.031,100.109
2017-07-01,99.533,99.193,100.412,99.225,98.684,100.505,100.241,101.373,100.056,100.184,98.566,100.528,98.24,99.052,100.328,100.318,98.944,100.078,99.614,100.791,100.373,99.349,98.418,99.872,90.844,92.529,100.888,99.87,99.544,99.971,100.806,100.316,99.319,100.017,99.759
2017-08-01,99.551,99.217,100.146,98.657,99.372,100.879,99.961,100.266,100.007,98.924,98.853,100.046,99.462,99.864,100.089,98.845,97.629,100.118,99.823,99.894,100.294,99.832,97.798,99.336,96.184,94.88,101.134,99.418,99.208,99.28,100.698,99.263,99.604,99.829,99.514
2017-09-01,99.33,97.904,100.322,98.415,99.067,98.839,99.815,99.185,100.394,99.352,99.61,100.757,100.75,99.991,99.024,99.461,96.938,100.1,100.326,100.156,99.875,99.893,104.191,99.636,107.275,101.508,100.266,98.795,100.095,99.934,100.92,100.621,100.309,99.631,99.171
2017-10-01,99.147,99.985,99.794,98.253,99.275,98.655,100,99.844,99.954,99.599,99.858,100.982,101.085,100.023,99.58,101.567,95.543,100.207,100.512,99.547,100.416,100.285,101.843,99.556,103.214,103.486,100.032,98.739,100.3,100.049,102.488,98.953,100.176,99.806,99.471
2017-11-01,99.32,100.347,99.221,98.539,98.167,97.127,99.77,98.206,99.899,99.451,99.624,100.289,100.835,100.469,101.053,100.375,95.356,100.086,100.418,100.932,99.232,99.646,100.108,99.15,107.693,107.975,100.382,98.184,98.012,100.155,102.517,100.047,100.261,99.484,99.185
2017-12-01,99.915,100.246,99.482,98.289,99.383,94.833,99.123,96.774,99.209,100.157,100.495,101.111,99.62,100.112,99.742,99.455,97.185,100.201,100.151,100.896,98.046,99.605,100.524,98.791,107.707,110.632,100.877,98.009,98.939,99.662,102.376,99.117,100.202,99.361,98.985
2018-01-01,99.742,100.551,99.958,98.884,100.046,95.108,100.047,97.946,99.307,100.284,100.738,100.196,97.334,100.783,99.549,100.547,98.885,100.523,100.229,100.011,99.669,100.193,101.431,98.045,110.69,119.777,101.119,97.125,100.331,100.077,102.698,99.007,100.764,99.708,99.324
2018-02-01,99.499,100.597,100.056,99.186,98.007,96.495,100.664,95.886,98.467,101.109,100.331,98.959,99.268,101.145,100.602,99.73,98.388,100.272,100.575,100.502,100.525,100.218,101.727,98.995,112.654,117.836,101.41,97.468,100.239,100.258,102.626,99.061,100.857,99.722,99.039
2018-03-01,99.628,100.265,100.722,98.661,98.539,96.363,100.709,95.161,98.549,102.399,99.411,98.668,100.594,100.018,100.875,99.144,96.338,100.311,100.63,104.146,100.278,100.222,103.921,101.036,108.845,116.515,101.364,97.765,99.999,100.204,102.344,101.343,100.623,99.761,98.908
2018-04-01,99.196,100.028,100.11,99.395,101.742,98.198,100.958,95.34,98.464,102.537,101.297,98.214,100.466,99.909,100.266,99.632,95.554,100.412,100.786,100.2,101.356,101.398,104.818,100.838,112.292,118.351,101.01,97.51,100.258,100.055,103.363,101.319,101.02,99.937,99.09
2018-05-01,99.421,100.537,100.708,98.407,102.992,99.211,100.404,94.63,97.353,101.043,101.44,97.139,100.151,100.795,103.256,98.952,93.996,100.145,100.498,99.912,102.224,100.828,106.133,100.38,113.986,117.828,101.879,97.006,99.67,99.923,103.635,101.081,101.077,99.946,98.91
2018-06-01,99.639,100.118,100.927,98.041,103.424,93.658,100.346,94.183,97.395,101.612,100.628,97.284,97.674,100.93,101.722,97.957,93.47,100.195,100.699,99.776,100.629,100.662,106.594,100.234,114.41,118.345,102.256,96.364,99.913,99.643,103.676,101.363,100.94,99.673,98.532
